,Title,Url,Date,Summary,Industry
10,Why the US-China Tariff Standoff Hurts American Companies More,/item/why-the-us-china-tariff-standoff-hurts-american-companies,26 Jun 2019,"US exporters have been slashing the prices of goods they sell to China to offset higher trade costs, but Chinese exporters are passing those costs to American companies, research by Alberto F. Cavallo says.Open for comment; 5 Comment(s) posted.",Manufacturing
11,The Secret Life of Supply Chains,/item/the-secret-life-of-supply-chains,25 Mar 2019,"While US policymakers and politicians focus on reviving the manufacturing sector, Mercedes Delgado and Karen Mills unearth a source of better jobs hidden in plain sight. Call it the supply chain economy.Open for comment; 6 Comment(s) posted.",Manufacturing
12,The Hidden Cost of a Product Recall,/item/the-hidden-cost-of-a-product-recall,27 Feb 2019,"Product failures create managerial challenges for companies but market opportunities for competitors, says Ariel Dora Stern. The stakes have only grown higher.Open for comment; 0 Comment(s) posted.",Manufacturing
13,Free Trade Needs Nurturing—and Other Lessons from History,/item/free-trade-needs-nurturing-and-other-lessons-from-history,11 Dec 2018,"Global free trade is not the natural order of things, so it needs to be carefully tended to and maintained. Sophus Reinert and Dante Roscini discuss trade over time and what history teaches.Open for comment; 4 Comment(s) posted.",Manufacturing
14,"The Value Structure of Technologies, Part 2: Technical and Strategic Bottlenecks as Guides for Action",/item/the-value-structure-of-technologies-part-2-technical-and-strategic-bottlenecks-as-guides-for-action,30 Oct 2018,"This paper presents analytic tools to formulate strategy in large, evolving technical systems. It explains how value-enhancing technical change comes from the effective management of technical and strategic bottlenecks in conjunction with module boundaries and property rights. The analytic tools are used to explain the evolution of three historic technologies: early aircraft, machine tools, and container shipping.",Manufacturing
15,Did Entrepreneur Ernesto Tornquist Help or Hurt Argentina?,/item/ernesto-tornquist-making-a-fortune-on-the-pampas,20 Sep 2018,"Geoffrey Jones examines the career of Ernesto Tornquist, a cosmopolitan financier considered to be the most significant entrepreneur in Argentina at the end of the 19th century.Open for comment; 2 Comment(s) posted.",Manufacturing
16,Should US Companies Still Care About the Paris Climate Change Agreement?,/item/should-us-companies-still-care-about-the-paris-climate-change-agreement,06 Sep 2018,American President Donald Trump pulled out of the 2015 Paris agreement on climate change one year ago. Vincent Pons discusses what it means for US business leaders in confronting environmental challenges.Open for comment; 11 Comment(s) posted.,Manufacturing
17,"Supersmart Manufacturing Tools are Lowering Prices on TVs, Bulbs, and Solar Panels",/item/supersmart-design-tools-drop-prices-of-tvs-bulbs-and-solar-panels,06 Aug 2018,"Electronics manufacturers are finding it increasingly difficult to stay ahead of low-cost competitors, says Willy Shih.Open for comment; 1 Comment(s) posted.",Manufacturing
18,"Overcoming the Challenges of Selling Brand New Technology (Hey, Need a 3-D Printer?)",/item/hey-buddy-wanna-buy-a-3-d-printer-cheap,09 Jul 2018,"Selling technology that is new to the market involves tricky tradeoffs around prospect targeting, channels, and tactics. Frank Cespedes makes the point with 3-D printers.Open for comment; 0 Comment(s) posted.",Manufacturing
19,How Companies Managed Risk (and Even Benefitted) in World War Internment Camps,/item/how-companies-managed-risk-and-even-benefitted-in-world-war-internment-camps,16 May 2018,Foreign businesses located in at-war countries are often victims of expropriation. Historian Valeria Giacomin explores how German businesses in the United Kingdom and India mitigated risk and even benefitted when their employees were placed in internment camps during the World Wars.Open for comment; 0 Comment(s) posted.,Manufacturing
20,Op-Ed: The Trouble with Tariffs,/item/op-ed-the-trouble-with-tariffs,12 Apr 2018,"The world's economies are interconnected by globalization, which makes threats of tariff wars doubly dangerous, says Willy Shih.Open for comment; 1 Comment(s) posted.",Manufacturing
21,"To Motivate Employees, Give an Unexpected Bonus (or Penalty)",/item/to-motivate-employees-give-an-unexpected-bonus-or-penalty,26 Mar 2018,Susanna Gallani finds that employees can be more motivated by the anticipation of a reward or punishment than the actual payoff.Open for comment; 7 Comment(s) posted.,Manufacturing
22,Op-Ed: Trump’s Tariffs Could Harm Allies as Much as Opponents,/item/trump-s-tariffs-could-harm-allies-as-well-as-opponents,02 Mar 2018,"President Trump's duties on steel and aluminum could produce immediate political gain but long-term economic pain for some American industries and global allies, says Dante Roscini.Open for comment; 12 Comment(s) posted.",Manufacturing
23,The New History of American Capitalism,/item/the-new-history-of-american-capitalism,22 Feb 2018,"Historians are taking a new look at capitalism in light of its adoption in most of the developed world. From the edited volume American Capitalism: New Histories, by Sven Beckert and Christine Desan, the authors delve into the evolution of these new historic views.Open for comment; 2 Comment(s) posted.",Manufacturing
24,A New Categorization of the US Economy: The Role of Supply Chain Industries in Innovation and Economic Performance,/item/a-new-categorization-of-the-us-economy-the-role-of-supply-chain-industries-in-innovation-and-economic-performance,16 Feb 2018,"This paper provides a novel industry categorization that quantifies the supply chain economy in the United States. Suppliers of goods, and particularly services, to business and government are a distinct and large sector, and play an important role in national innovation and economic performance.",Manufacturing
25,Subjectivity in Tournaments: Implicit Rewards and Penalties and Subsequent Performance,/item/subjectivity-in-tournaments-implicit-rewards-and-penalties-and-subsequent-performance,06 Feb 2018,"Analyzing data from a Chinese manufacturing company, this study explores side effects of subjective performance evaluations in a setting where workers are rewarded based on performance rankings and subject to both rewards and penalties. Among other contributions the paper highlights factors that could impact the overall effectiveness of incentive systems.",Manufacturing
26,"The Real Exchange Rate, Innovation and Productivity",/item/the-real-exchange-rate-innovation-and-productivity,14 Dec 2017,"Addressing debates on the effects of real exchange rate (RER) movements on the economy, this study examines manufacturing firm-level effects of medium-term fluctuations, in particular firm-level productivity across a wide range of countries. RER changes have different impacts depending on the export and import orientation of regions and the prevalence of credit constraints. Effects are non-linear and asymmetric, suggesting that the link between RER changes and macroeconomic performance might be much more nuanced than usually thought.",Manufacturing
27,Faber-Castell Doubles Down on the Pencil,/item/faber-castell-doubles-down-on-the-pencil,07 Sep 2017,"Some products are just harder to innovate than others. The pencil, for instance. Yet, Faber-Castell has been turning them out for more than 200 years, adding improvements such as color and cosmetic products to the mix. In this podcast, Ryan Raffaelli discusses how older products can become young again.Open for comment;  Comment(s) posted.",Manufacturing
28,Should Industry Competitors Cooperate More  to Solve World Problems?,/item/should-industries-forgo-competition-to-solve-the-world-s-biggest-problems,28 Aug 2017,"George Serafeim has a theory that if industry competitors collaborated more, big world problems could start to be addressed. Is that even possible in a market economy?Open for comment;  Comment(s) posted.",Manufacturing
29,Foreign Competition and Domestic Innovation: Evidence from US Patents,/item/foreign-competition-and-domestic-innovation-evidence-from-us-patents,17 Jan 2017,US firms in industries exposed to greater change in import competition from China have suffered worse growth in patenting and R&D spending than firms in industries exposed to less change in Chinese competition.,Manufacturing
30,Beyond Symbolic Responses to Private Politics: Examining Labor Standards Improvement in Global Supply Chains,/item/beyond-symbolic-responses-to-private-politics-examining-labor-standards-improvement-in-global-supply-chains,18 Jul 2016,"Global supply chain factories improve their working conditions to a greater extent when their buyers take a cooperative approach to monitoring them, when the auditors are more highly trained, and when the factories face greater risk of poor conditions being exposed, according to findings in this research.",Manufacturing
31,How Do We Pay for the Costs of Globalization?,/item/how-do-we-pay-for-the-costs-of-globalization,06 Jul 2016,"SUMMING UP The benefits of globalization outweigh the problems it causes, but James Heskett's readers are far from united on how to the fix human and societal costs. What do YOU think?Open for comment;  Comment(s) posted.",Manufacturing
32,The Real Jobs Tragedy in the US: We've Lost the Skills,/item/the-real-jobs-tragedy-in-the-us-we-ve-lost-the-skills,12 Feb 2016,"Upgrading domestic skills is far more relevant to the future of American workers than potential job losses through expanded trade with other Pacific-rim nations, say Joe Fuller and Matt Sigelman.Open for comment;  Comment(s) posted.",Manufacturing
33,The Bright Side of Patents,/item/the-bright-side-of-patents,20 Jan 2016,"We examine whether patents help startups grow and succeed using detailed micro data on all patent applications filed by startups at the U.S. Patent and Trademark Office since 2001 and approved or rejected before 2014. We find that patent approvals help startups create jobs, grow their sales, innovate, and reward their investors.",Manufacturing
34,The Integrity of Private Third-party Compliance Monitoring,/item/the-integrity-of-private-third-party-compliance-monitoring,05 Jan 2016,"Michael Toffel and Jodi Short examine how conflict of interest and other risks lead to inaccurate monitoring of health, labor, and environmental standards.",Manufacturing
35,Globalization Hasn’t Killed the Manufacturing Cluster,/item/globalization-hasnt-killed-the-manufacturing-cluster,20 Jul 2015,"In today's global markets, companies have many choices to procure what they need to develop, build, and sell product. So who needs a manufacturing cluster, such as Detroit? Research by Gary Pisano and Giulio Buciuni shows that in some industries, location still matters.Open for comment; 0 Comment(s) posted.",Manufacturing
36,Thriving in the Turbulence of Emerging Markets,/item/thriving-in-the-turbulence-of-emerging-markets,14 Jan 2015,"Entrepreneurs in developing market economies face special management challenges. Company leaders in India, Turkey, and Africa discuss their experiences with Harvard Business School's Creating Emerging Markets project.Open for comment; 4 Comment(s) posted.",Manufacturing
37,The Quest for Better Layoffs,/item/the-quest-for-better-layoffs,07 Jan 2015,"Professor Sandra Sucher wants to change the way business thinks about workforce reductions. ""We want people to learn about the forces they unleash in the firm when they institute layoffs.""Open for comment; 18 Comment(s) posted.",Manufacturing
38,China’s Complicated Relationship With Mother Nature,/item/chinas-complicated-relationship-with-mother-nature,19 Dec 2014,Bill Kirby discusses how a historic international accord on reducing environmental emissions might signal a greener future for the world's most populous nation.Open for comment; 0 Comment(s) posted.,Manufacturing
39,Minimum Wage Debate Is Really About Social Values,/item/minimum-wage-debate-is-really-about-social-values,10 Dec 2014,"Debate over raising the minimum wage tends to focus on costs and benefits, but economist Matthew Weinzierl argues that what really is at stake are much deeper societal values.Open for comment; 9 Comment(s) posted.",Manufacturing
40,Who Is the Chief Sustainability Officer?,/item/who-is-the-chief-sustainability-officer,08 Oct 2014,"There are only a few dozen chief sustainability officers in American companies, although their number has been growing rapidly. A new study by George Serafeim and Kathleen Miller explains who they are, where they come from, and how to make them more effective.Closed for comment; 5 Comment(s) posted.",Manufacturing
41,Is a Gap in Small-Business Credit Holding Back the American Economy?,/item/is-a-gap-in-small-business-credit-holding-back-the-american-economy,21 Jul 2014,"Karen Mills, former head of the US Small Business Administration, analyzes the current state of availability of bank capital for small business.Open for comment; 8 Comment(s) posted.",Manufacturing
42,Calderón: Economic Arguments Needed to Fight Climate Change,/item/caldern-economic-arguments-needed-to-fight-climate-change,15 Apr 2014,Former President of Mexico Felipe Calderón says the United States Congress and Chinese coal plants are the biggest obstacles to fixing climate change.Open for comment; 4 Comment(s) posted.,Manufacturing
43,Entrepreneurship and Multinationals Drive Globalization,/item/entrepreneurship-and-multinationals-drive-globalization,12 Mar 2014,"Why is the firm overlooked as a contributor when we identify the drivers of globalization? Geoffrey Jones discusses his new book, Entrepreneurship and Multinationals: Global Business and the Making of the Modern World.Open for comment; 1 Comment(s) posted.",Manufacturing
44,Stressing Safety in South Africa’s Platinum Mines,/item/stressing-safety-in-south-africas-platinum-mines,10 Feb 2014,"Gautam Mukunda discusses why and how he teaches a case study about Cynthia Carroll, the first woman and non-South African to serve as chief executive of mining giant Anglo American.Open for comment; 4 Comment(s) posted.",Manufacturing
45,Hiding From Managers Can Increase Your Productivity,/item/hiding-from-managers-can-increase-your-productivity,25 Nov 2013,Harvard Business School Assistant Professor Ethan S. Bernstein explains why decreasing workplace transparency can increase productivity.Open for comment; 26 Comment(s) posted.,Manufacturing
46,How to Do Away with the Dangers of Outsourcing,/item/how-to-do-away-with-the-dangers-of-outsourcing,06 Jun 2013,"The collapse of the Rana Plaza garment factory in Bangladesh should be a warning to companies that embrace outsourcing, says Professor Ranjay Gulati.Closed for comment; 8 Comment(s) posted.",Manufacturing
47,Making America an Industrial Powerhouse Again,/item/making-america-an-industrial-powerhouse-again,20 May 2013,"President Obama's funding of the National Network of Manufacturing Innovation is a needed step to get the country building again, says Professor Gary Pisano.Closed for comment; 7 Comment(s) posted.",Manufacturing
48,Diasporas and Outsourcing: Evidence from oDesk and India,/item/diasporas-and-outsourcing-evidence-from-odesk-and-india,24 Oct 2012,"Diaspora-based exchanges have been important for centuries, but the online world reduces many of the frictions these networks solved. How do the Internet and diaspora networks connect? This study investigated the importance of Indian diaspora connections on the oDesk platforms for outsourcing. oDesk is the world's largest online labor market, processing $30 million per month in contracts as of May 2012. This research finds strong evidence that diasporas still matter and influence economic exchanges even when many frictions are minimized. In fact, the case study suggests more often than not that diaspora use increases as familiarity with the platform increases. This suggests a longer-term complementarity between diaspora networks and online tools that may aid the persistence of these networks. At the same time, the oDesk evidence also makes clear that the role of diaspora networks should not be overstated. While they contributed to India's success on oDesk, diaspora connections were clearly not a driving force in India becoming the top destination for oDesk contracts. Key concepts include: The frictions that online platforms like oDesk minimize are frictions that diaspora networks have historically been used to overcome. This makes their role for future economic exchanges uncertain. Diaspora connections still matter. Ethnic Indians working in countries outside of India are 32 percent (9 percentage points) more likely to choose a worker in India than non-ethnic Indians. Yet, even with the increased likelihood of outsourcing to India, diaspora connections played a very small role in India's rapid development on oDesk. In fact, diaspora connections appear to follow rather than lead the platform's development. Diaspora connections occur through the actions of many people in small ways and the extreme concentration of impact due to a few key people. Diasporas will continue to use online platforms in an effective manner, but diasporas will not be responsible for a country's overall success on the platform, at least in countries of moderate to large size.Closed for comment; 0 Comment(s) posted.",Manufacturing
49,America Needs a Manufacturing Renaissance,/item/america-needs-a-manufacturing-renaissance,17 Oct 2012,"In their new book, Producing Prosperity: Why America Needs a Manufacturing Renaissance, Harvard Business School professors Gary P. Pisano and Willy C. Shih discuss the dangers of underinvesting in the nation's manufacturing capabilities. This excerpt discusses the importance of the ""industrial commons.""Closed for comment; 0 Comment(s) posted.",Manufacturing
50,Can We Bring Back the “Industrial Commons” for Manufacturing?,/item/can-we-bring-back-the-industrial-commons-for-manufacturing,03 Oct 2012,Summing Up: Does the US have the political will or educational ability to remake its manufacturing sector on the back of an 'industrial commons?' Professor Jim Heskett's readers are dubious.Closed for comment; 26 Comment(s) posted.,Manufacturing
51,Entrepreneurship and Urban Growth: An Empirical Assessment with Historical Mines,/item/entrepreneurship-and-urban-growth-an-empirical-assessment-with-historical-mines,29 Aug 2012,"Does entrepreneurship cause urban growth? Economists and policymakers often argue yes, but it is remarkable how little is known about what lies behind this relationship. This paper investigates the connection more closely using a link between historical mineral and coal deposits and modern entrepreneurship observed in US cities today. Because the process of bringing ores out of the earth is a capital-intensive operation that often benefits from large-scale operations, cities with a historical abundance of nearby mineral and coal mines developed industrial structures with systematically larger establishments and less entrepreneurship. These early industrial traits persisted long after the initial conditions faded through intergenerational transmissions, path dependency, and similar. Using this variation, the study finds the strong connection between a city's initial entrepreneurship and subsequent economic growth is still observed after removing the most worrisome endogeneity. This connection works primarily through lower employment growth of startups in cities that are closer to mines. Key concepts include: Entrepreneurship plays an important role in modern urban growth. Entrepreneurship is systematically related to local employment growth over the past three decades for American cities. The casual relationship behind this correlation, however, has been hard to discern due to endogeneity of entry decisions (can be biased upwards or downwards). Proximity to historical mines provided past benefits to cities. Indeed, cities may have been founded precisely to exploit these deposits. These initial conditions, however, created industrial legacies that are not conducive to entrepreneurship today. Looking at US cities from the 1970s onwards, cities built near historical mines in 1900 have larger establishments, less entry for entrepreneurial firms, and less urban growth. This is relationship is true even in industries that are not directly related to mining, such as trade, finance, and services. These effects also hold in many different regions of the US. Using this empirical link to past mines, the causal nature of entrepreneurship for city growth can be more accurately assessed. The link holds up very well, usually suggesting that the basic correlation is approximately right. There are some limits, however, that the paper discusses that leads to cautious conclusions. The primary mechanism behind the linkage of entrepreneurship to urban growth is that it creates in cities an up-or-out dynamic for firms.Closed for comment; 0 Comment(s) posted.",Manufacturing
52,Should CEOs Worry About ‘Too Big to Succeed?’,/item/should-ceos-worry-about-too-big-to-succeed,01 Aug 2012,Summing Up Is there a right size for a company? Jim Heskett's readers ponder his question: Can companies become too big to succeed?Open for comment; 20 Comment(s) posted.,Manufacturing
53,Is India’s Manufacturing Sector Moving Away from Cities?,/item/is-indias-manufacturing-sector-moving-away-from-cities,19 Apr 2012,"One of the biggest challenges in development is urbanization. Within developing countries, nearly two billion people are expected to move from rural regions into cities in the next two decades. This paper closely examines the movement of economic activity in Indian manufacturing between urban and rural areas. The authors find that while the organized sector is becoming less urbanized, the unorganized sector is becoming more urbanized. This process has been most closely linked to greater urbanization changes in districts with high education levels; a second role is often evident for public infrastructure as well. On the whole, these urbanization changes have modestly improved the urban-rural allocation of industries within India's districts. Key concepts include: Much of the urbanization that is occurring is in the unorganized sector. Policies that take an inclusionary approach to the urban informal economy may be more successful in promoting local development and managing its strains than those focused only on the formal sector. Districts with better education and infrastructure have experienced a faster pace of urbanization, although higher urban-rural cost ratios cause movement out of urban areas. Observers have frequently noted the relatively slow pace of India's urbanization. Moreover, the movement of organized manufacturing sector plants to rural areas is surprising, given the relative youth of India's manufacturing sector. Continued investment in infrastructure and education, beyond their direct effects for Indian businesses, may also provide beneficial effects from an urbanization and spatial allocation perspective. The most urbanized states in terms of manufacturing employment are Delhi and Chandigarh at over 90 percent in 2000, with Gujarat, Haryana, Maharashtra, and Punjab also above 60 percent. However, Bihar, Orissa, and Himachal Pradesh have urbanization rates of less than 20 percent for manufacturing employment.Closed for comment; 0 Comment(s) posted.",Manufacturing
54,Are Factory Jobs Important to the Economy?,/item/are-factory-jobs-important-to-the-economy,28 Mar 2012,"Summing Up: The manufacturing field is key to a strong economy, but a renewed focus on the industry will not necessarily lead to significant job growth, Jim Heskett's readers say. What do you think?Closed for comment; 51 Comment(s) posted.",Manufacturing
55,Kodak: A Parable of American Competitiveness,/item/kodak-a-parable-of-american-competitiveness,06 Feb 2012,"When American companies shift pieces of their operations overseas, they run the risk of moving the expertise, innovation, and new growth opportunities just out of their reach as well, explains HBS Professor Willy Shih, who served as president of Eastman Kodak's digital imaging business for several years. Key concepts include: Outsourcing ends up chipping away at America's ""industrial commons""—the collective R&D, engineering, and manufacturing capabilities that are crucial to new product development. If the United States wants to keep from slipping any further in its ability to compete on the industrial stage, the government must increase its support of scientific research and collaborate with the business and academic world.Open for comment; 32 Comment(s) posted.",Manufacturing
56,"Carbon Tariffs: Impacts on Technology Choice, Regional Competitiveness, and Global Emissions",/item/carbon-tariffs-impacts-on-technology-choice-regional-competitiveness-and-global-emissions,22 Nov 2011,"Under current emissions regulation such as the European Union Emissions Trading Scheme (EU-ETS) and the Regional Greenhouse Gas Initiative (RGGI) in the Northeast US, imports entering the region fall outside the regulatory regime and incur no carbon costs. As a result, imports can compete within the carbon-regulated region with a new-found advantage, potentially altering the competitive balance between emissions-regulated and -unregulated firms. While implementing carbon tariffs—border adjustments— may appear to be a straightforward solution to this asymmetry, the potential for such a measure to be interpreted as a trade barrier, and thereby initiate a reciprocal tariff, has thus far stymied debate on the issue. This paper explores the impact of such border adjustments on firms' technology choice, regional competitiveness, and global emissions. The analysis shows that border adjustments (or lack thereof) play a vital role in determining firms' technology and production choices, both of which are fundamental operations management decisions that ultimately determine economic and environmental performance. Results have implications for each of the primary stakeholders: regulators making the policy decision regarding border adjustments; firms interested in understanding their competitiveness and location strategies under a border adjustment; and technology producers interested in assessing the potential impact of border adjustments on demand for cleaner technologies. Key concepts include: Border adjustments means tariffs on the carbon content of imported goods that would incur carbon costs if produced domestically. Emissions regulation in effect today is not currently supported by border adjustment mechanisms. This allows goods produced offshore to compete within the emissions-regulated market without incurring the carbon costs associated with local production. Emissions regulation without border adjustment limits the legislation's ability to impact global emissions. The border adjustment policy decision and firms' technology choices interact to fundamentally determine the nature of regional competitiveness, the risk of carbon leakage, and the potential for carbon regulation to achieve a reduction in global emissions. This paper raises important implications related to the role and feasibility of border adjustments in mitigating leakage effects that can result from current, uncoordinated emissions abatement efforts. While technology choice plays a minor role without a border adjustment, it fundamentally defines the nature of competitiveness when border adjustments are implemented.Closed for comment; 0 Comment(s) posted.",Manufacturing
57,Transforming Manufacturing Waste into Profit,/item/transforming-manufacturing-waste-into-profit,03 Oct 2011,"Every manufacturing process leaves waste, but Assistant Professor Deishin Lee believes much of this left-behind material can be put to productive—and profitable—use. Key concepts include: The concept of ""by-product synergy"" consists of taking the waste stream from one production process and using it to make a new product. Productively using waste instead of trashing it can cut costs by reducing disposal fees and opening up additional revenue streams through by-product sales. The greatest returns are realized when a company widens its scope to think strategically to consider waste processing as a joint-production process. In some cases, maximizing profit might mean, paradoxically, creating more waste.Closed for comment; 17 Comment(s) posted.",Manufacturing
58,Why Manufacturing Matters,/item/why-manufacturing-matters,28 Mar 2011,"After decades of outsourcing, America's ability to innovate and create high-tech products essential for future prosperity is on the decline, argue professors Gary Pisano and Willy Shih. Is it too late to get it back? From HBS Alumni Bulletin.Closed for comment; 44 Comment(s) posted.",Manufacturing
59,The New Face of Chinese Industrial Policy: Making Sense of Anti-Dumping Cases in the Petrochemical and Steel Industry,/item/the-new-face-of-chinese-industrial-policy-making-sense-of-anti-dumping-cases-in-the-petrochemical-and-steel-industry,30 Nov 2010,"The researchers set out to explain differences in China's antidumping actions against importers in the petrochemical and steel industries. During the study period, 66 percent of the country's antidumping cases targeted petrochemical imports, while steel imports were targeted only in 5 percent of the cases. Why did China's petrochemical and steel industries behave so differently in seeking trade protection? The answers put forward by researchers Regina Abrami (Harvard Business School) and Yu Zheng (University of Connecticut) point toward the structural nature of the industries themselves, and against arguments that antidumping actions in China have been driven by retaliation or national industrial strategy alone. Key concepts include: Existing patterns of antidumping investigations in China mainly reflect how firms may respond to economic challenges in the context of structural constraints. Rather than serving as a defense against global competition, strong local interests in China seem to be facilitating it. They do so by getting in the way of the kinds of industrial consolidations that seem necessary to wage successful battles through antidumping mechanisms. The research does not dismiss a role for economic or political interests as motivating factors, but does suggest that in their own right they cannot explain fully the patterns that exist. The research demonstrates that domestic business interest groups can influence state policy outcomes in China; that their ability to do so is closely related to resolution of collective action problems; and that Chinese industrial strategy is a far less coordinated political outcome than the increasingly popular idea of ""China Inc."" suggests.Closed for comment; 0 Comment(s) posted.",Manufacturing
60,From Russia with Love: The Impact of Relocated Firms on Incumbent Survival,/item/from-russia-with-love-the-impact-of-relocated-firms-on-incumbent-survival,14 Jul 2010,"The relocation of the machine tool industry from the Soviet-occupied zone of postwar Germany to western regions is a unique laboratory for studying the impact of industrial structures on incumbent survival. Typically, geographic agglomerations of similar firms offer benefits to each member firm by reducing the transportation costs for material goods, specialized workers, and industry knowledge among the firms. Of course, tight geographic concentration comes with countervailing costs as firms compete for local inputs. In this paper, HBS professor William R. Kerr and coauthors study the impact of increased local concentration on incumbent firms by considering postwar Germany, when the fear of expropriation (or worse) in the wake of World War II prompted many machine tool firm owners to flee to western Germany, where they reestablished their firms. Key concepts include: Relocations significantly increased the likelihood of incumbent failure, which suggests that the costs of increased competition for local inputs dominated the potential benefits from agglomeration economies. By contrast, during the same postwar period, new start-up entrants—whose location choices were more opportunistic—were not associated with increased incumbent failure rates. The increased failure rates of incumbents in western Germany due to relocating firms was concentrated in regions where labor forces were constrained due to low inflows of expellees from eastern Germany. In regions with a significant inflow of expellees and favorable input conditions, there was no effect of relocations on incumbent firms' risk of failure. The relocation of the machine tool industry from eastern to western Germany was substantial. In total, a fifth of the industry present in eastern Germany migrated during a narrow window of 1949-1956, representing an 8 percent increase in total industry size for the receiving zones. These location choices were made under extreme duress, with little regard to existing business conditions across regions in western Germany. Upon arrival, the relocating firms substantially impacted local industrial conditions as they quickly regained much of their former production capacity.Closed for comment; 0 Comment(s) posted.",Manufacturing
61,Local Industrial Conditions and Entrepreneurship: How Much of the Spatial Distribution Can We Explain?,/item/local-industrial-conditions-and-entrepreneurship-how-much-of-the-spatial-distribution-can-we-explain,04 Dec 2008,"Some places, like Silicon Valley, seem almost magically entrepreneurial with a new start-up on every street corner. Other areas, like declining cities of the Rust Belt, appear equally starved of whatever local attributes make entrepreneurship more likely. Many academics, policymakers, and business leaders stress the importance of local conditions for explaining spatial differences in entrepreneurship and economic development. This paper uses data from the U.S. Census Bureau to characterize these entry relationships more precisely within the manufacturing sector. Key concepts include: Local costs and relevant natural advantages (e.g., coastal access, energy prices) are very important for new manufacturing start-ups. Manufacturing start-ups are particularly drawn to cities with suitable labor forces in terms of occupational distributions. This labor dependency holds across all sizes of start-ups. New start-ups are drawn to areas with smaller, more entrepreneurial suppliers. Local customers are less important for manufacturing startups. Measures of general entrepreneurial culture did not predict manufacturing entry well.Closed for comment; 0 Comment(s) posted.",Manufacturing
62,"Mapping Polluters, Encouraging Protectors",/item/mapping-polluters-encouraging-protectors,14 Jan 2008,"Where are the biggest polluters? And what is your company doing to protect the environment? A new Web site—both a public service and a research tool—posts managers' data in real time, allowing a balanced view of industrial environmental performance. HBS professor Michael W. Toffel and senior research fellow Andrew A. King explain. Key concepts include: The Web project was started to get around an information bottleneck. Users of MapEcos can easily find detailed information on the environmental performance of facilities across the United States. Managers can monitor peer companies' environmental information as well as disclose information about their own facilities. The scholars use the site to examine what industrial facilities do and what the public at large is concerned about.Closed for comment; 0 Comment(s) posted.",Manufacturing
