,Title,Url,Date,Summary,Industry
24,"
            Chandra Asri, Vopak sign LOI to set up infrastructure, terminal for Indonesia petchems complex
        ",https://chemweek.com/CW/Document/114394/Chandra-Asri-Vopak-sign-LOI-to-set-up-infrastructure-terminal-for-Indonesia-petchems-complex,"
                        05 Oct 2020
                    ","<p class=""ng-binding"">Companies to move toward final agreements to form JV for establishment of industrial infrastructure, storage terminal for planned second complex at Cilegon.</p>",Chemicals
25,"
            Oiltanking commissions butane storage tank in Antwerp
        ",https://chemweek.com/CW/Document/114382/Oiltanking-commissions-butane-storage-tank-in-Antwerp,"
                        02 Oct 2020
                    ","<p class=""ng-binding"">Will store butane for use by Ineos at its petchems facilities.</p>",Chemicals
26,"
            LyondellBasell, Sasol agree on $2-billion Lake Charles JV
        ",https://chemweek.com/CW/Document/114378/LyondellBasell-Sasol-agree-on-$2-billion-Lake-Charles-JV,"
                        02 Oct 2020
                    ","<p class=""ng-binding"">LyondellBasell will acquire 50% of Sasol's new 1.5-MMt/y ethane cracker, LDPE and LLDPE plants, to form JV; Sasol to retain performance chemicals assets at Lake Charles.</p>",Chemicals
27,"
            Financial firm buys stake in Acron potash project; Acron expands ammonia, urea capacity
        ",https://chemweek.com/CW/Document/114369/Financial-firm-buys-stake-in-Acron-potash-project-Acron-expands-ammonia-urea-capacity,"
                        01 Oct 2020
                    ","<p class=""ng-binding"">Acron will operate Europe's biggest urea facility following expansions.</p>",Chemicals
28,"
            OQ Chemicals completes isononanoic acid capacity hike at Oberhausen, Germany
        ",https://chemweek.com/CW/Document/114361/OQ-Chemicals-completes-isononanoic-acid-capacity-hike-at-Oberhausen-Germany,"
                        01 Oct 2020
                    ","<p class=""ng-binding"">Company's worldwide production capacity expands by 30%, work underway on sixth carboxylic acid plant at same location.</p>",Chemicals
29,"
            Asian LPG cost rises, cracker operators cut intake ahead of price switch to naphtha
        ",https://chemweek.com/CW/Document/114356/Asian-LPG-cost-rises-cracker-operators-cut-intake-ahead-of-price-switch-to-naphtha,"
                        01 Oct 2020
                    ","<p class=""ng-binding"">LPG rises higher than naphtha for first time in three months; petchems feedstock usage falls as cracking economics switch in favor of light naphtha.</p>",Chemicals
30,"
            Sabic starts cracker turnaround at Wilton, UK
        ",https://chemweek.com/CW/Document/114355/Sabic-starts-cracker-turnaround-at-Wilton-UK,"
                        01 Oct 2020
                    ","<p class=""ng-binding"">Company began main plant shutdown, flaring on 29 September; cracker has ethylene capacity of 865,000 metric tons/year.</p>",Chemicals
31,"
            Sumitomo, Aramco loan $2 billion to Petro Rabigh to cover cash shortfall
        ",https://chemweek.com/CW/Document/114352/Sumitomo-Aramco-loan-$2-billion-to-Petro-Rabigh-to-cover-cash-shortfall,"
                        01 Oct 2020
                    ","<p class=""ng-binding"">Refinery-petchems JV at Rabigh, Saudi Arabia, faced working capital shortfall due to rapid deterioration in market, impact of maintenance shutdown earlier this year.</p>",Chemicals
32,"
            PQ Group subsidiaries hike prices for sodium silicates
        ",https://chemweek.com/CW/Document/114348/PQ-Group-subsidiaries-hike-prices-for-sodium-silicates,"
                        01 Oct 2020
                    ","<p class=""ng-binding"">Increases for sodium silicate grades in US, Canada, to offset increased reinvestment, operational, and service costs.</p>",Chemicals
33,"
            Europe benzene contract price falls for second consecutive month
        ",https://chemweek.com/CW/Document/114340/Europe-benzene-contract-price-falls-for-second-consecutive-month,"
                        30 Sep 2020
                    ","<p class=""ng-binding"">Lower monthly settlement had been expected for October due to weaker market fundamentals, falling crude prices.</p>",Chemicals
34,"
            US propane/propylene stocks jump 4.1 million bbl on week
        ",https://chemweek.com/CW/Document/114338/US-propanepropylene-stocks-jump-41-million-bbl-on-week,"
                        30 Sep 2020
                    ","<p class=""ng-binding"">Nationwide stocks totaled 102 million bbl, up 4.2% on the week and 5.9% above year-ago levels.</p>",Chemicals
35,"
            TechnipFMC to revamp ethylene furnaces at Shell's Moerdijk petchems complex
        ",https://chemweek.com/CW/Document/114326/TechnipFMC-to-revamp-ethylene-furnaces-at-Shells-Moerdijk-petchems-complex,"
                        30 Sep 2020
                    ","<p class=""ng-binding"">EPC contract awarded for eight new furnaces to replace 16 existing units; contract value put at between $75 million and $250 million.</p>",Chemicals
36,"
            Formosa restarts largest steam cracker at Mailiao, Taiwan
        ",https://chemweek.com/CW/Document/114325/Formosa-restarts-largest-steam-cracker-at-Mailiao-Taiwan,"
                        30 Sep 2020
                    ","<p class=""ng-binding"">The 1.2 MMt/y No.3 ethylene cracker shut in August for maintenance; FPCC will run all three crackers at capacity, expects favorable olefins market conditions in October, November.</p>",Chemicals
37,"
            India extends Bharat Petroleum acquisition bid deadline
        ",https://chemweek.com/CW/Document/114322/India-extends-Bharat-Petroleum-acquisition-bid-deadline,"
                        30 Sep 2020
                    ","<p class=""ng-binding"">The deadline for submission of expressions of interest has been put back to 16 November.</p>",Chemicals
38,"
            Shell to cut 9,000 jobs in restructuring, plans to grow chemicals business
        ",https://chemweek.com/CW/Document/114320/Shell-to-cut-9000-jobs-in-restructuring-plans-to-grow-chemicals-business,"
                        30 Sep 2020
                    ","<p class=""ng-binding"">Restructuring due to COVID-19, lower oil demand, move to net-zero emissions; plan will generate savings of up to $2.5 billion by 2022.</p>",Chemicals
39,"
            Venator JV site in Louisiana resumes production
        ",https://chemweek.com/CW/Document/114313/Venator-JV-site-in-Louisiana-resumes-production,"
                        29 Sep 2020
                    ","<p class=""ng-binding"">Venator Materials says its Louisiana Pigment Company (LPC) facility at Lake Charles, Louisiana, has resumed production following the end of supplier outages from Hurricane Laura. The LPC facility is a titanium dioxide production plant owned in a...</p>",Chemicals
40,"
            BP's Gelsenkirchen-Scholven refinery set for October maintenance
        ",https://chemweek.com/CW/Document/114312/BPs-Gelsenkirchen-Scholven-refinery-set-for-October-maintenance,"
                        29 Sep 2020
                    ","<p class=""ng-binding"">The complex's aromatics plants are thought to have been offline during the summer.</p>",Chemicals
41,"
            Indonesia's TPPI to increase p-xylene capacity in $180-million expansion
        ",https://chemweek.com/CW/Document/114304/Indonesias-TPPI-to-increase-p-xylene-capacity-in-$180-million-expansion,"
                        29 Sep 2020
                    ","<p class=""ng-binding"">Company will raise capacity by 30%, expansion expected to be operational by first quarter of 2022, adding to Asian p-xylene supply glut.</p>",Chemicals
42,"
            Haldor Topsoe revamps organization to target carbon-neutral goals
        ",https://chemweek.com/CW/Document/114302/Haldor-Topsoe-revamps-organization-to-target-carbon-neutral-goals,"
                        29 Sep 2020
                    ","<p class=""ng-binding"">Focus on accelerating development of carbon-emission reduction technologies will result in 200 redundancies; changes effective 1 November.</p>",Chemicals
43,"
            Hexion agrees to $425-million sale of phenolic resins, hexamine, forest products businesses
        ",https://chemweek.com/CW/Document/114298/Hexion-agrees-to-$425-million-sale-of-phenolic-resins-hexamine-forest-products-businesses,"
                        29 Sep 2020
                    ","<p class=""ng-binding"">Proceeds from sale to private equity firms to be used to invest in remaining business, reduce debt; transaction expected to close in first quarter of 2021.</p>",Chemicals
44,"
            Aramco, Sabic hit blue ammonia milestone for zero carbon project in Japan
        ",https://chemweek.com/CW/Document/114276/Aramco-Sabic-hit-blue-ammonia-milestone-for-zero-carbon-project-in-Japan,"
                        28 Sep 2020
                    ","<p class=""ng-binding"">Demonstrates conversion of hydrocarbons to carbon-neutral hydrogen, ammonia, for power generation; captured CO2 reused in methanol production.</p>",Chemicals
45,"
            SMS to carry out engineering study for lithium chemicals plant in Czech Republic
        ",https://chemweek.com/CW/Document/114274/SMS-to-carry-out-engineering-study-for-lithium-chemicals-plant-in-Czech-Republic,"
                        28 Sep 2020
                    ","<p class=""ng-binding"">FEED study for facility with production capacity of 22,500 metric tons/year of battery-grade lithium carbonate, 25,000 metric tons/year lithium hydroxide; would be located at Cinovec lithium resource.</p>",Chemicals
46,"
            Tokuyama, Formosa Plastics form JV to produce high-purity IPA in Taiwan
        ",https://chemweek.com/CW/Document/114272/Tokuyama-Formosa-Plastics-form-JV-to-produce-high-purity-IPA-in-Taiwan,"
                        28 Sep 2020
                    ","<p class=""ng-binding"">JV to cater to the demand of electronics industry.</p>",Chemicals
47,"
            LPG demand in Asia to fall short of expectations on cracker delays
        ",https://chemweek.com/CW/Document/114194/LPG-demand-in-Asia-to-fall-short-of-expectations-on-cracker-delays,"
                        24 Sep 2020
                    ","<p class=""ng-binding"">Petchem plant start-up delays in China, slow recovery in regional demand means LPG likely to fall short in fourth quarter.</p>",Chemicals
48,"
            PTTGC signs ethane supply deal with Range Resources for Ohio petchem project
        ",https://chemweek.com/CW/Document/114187/PTTGC-signs-ethane-supply-deal-with-Range-Resources-for-Ohio-petchem-project,"
                        24 Sep 2020
                    ","<p class=""ng-binding"">Range will supply 15,000 b/d of ethane to planned cracker.</p>",Chemicals
49,"
            India's Manali Petrochemical invests about $20 million to triple propylene glycol capacity
        ",https://chemweek.com/CW/Document/114186/Indias-Manali-Petrochemical-invests-about-$20-million-to-triple-propylene-glycol-capacity,"
                        24 Sep 2020
                    ","<p class=""ng-binding"">The expansion will cut India's dependence on imports.</p>",Chemicals
50,"
            US propane/propylene stocks up 1.8% last week
        ",https://chemweek.com/CW/Document/114169/US-propanepropylene-stocks-up-18-last-week,"
                        23 Sep 2020
                    ","<p class=""ng-binding"">Exports were higher last week, but product supplied, a measure of  implied demand, was sharply lower, more than reversing a large bump up  in the week ended 11 September.</p>",Chemicals
51,"
            EU Commission proposes tightened limits on exposure to acrylonitrile, benzene in the workplace
        ",https://chemweek.com/CW/Document/114163/EU-Commission-proposes-tightened-limits-on-exposure-to-acrylonitrile-benzene-in-the-workplace,"
                        23 Sep 2020
                    ","<p class=""ng-binding"">The new limits are intended to reduce the exposure of EU workers to cancer-causing chemicals.</p>",Chemicals
52,"
            Lummus confirms technology license award for Oman petchems complex
        ",https://chemweek.com/CW/Document/114162/Lummus-confirms-technology-license-award-for-Oman-petchems-complex,"
                        23 Sep 2020
                    ","<p class=""ng-binding"">Contract scope includes licensing for 1.6 MMt/y ethylene cracker, NGLs, butadiene, MTBE, butene-1 units, catalysts, and cracking heaters for mega-project at Duqm.</p>",Chemicals
53,"
            Messer to invest $41 million in new air separation unit at Tarragona, Spain
        ",https://chemweek.com/CW/Document/114160/Messer-to-invest-$41-million-in-new-air-separation-unit-at-Tarragona-Spain,"
                        23 Sep 2020
                    ","<p class=""ng-binding"">Plant will supply Tarragona's industrial chemicals complex; commissioning scheduled for December 2021.</p>",Chemicals
54,"
            Ineos to use green energy to power petchem facilities in Belgium
        ",https://chemweek.com/CW/Document/114158/Ineos-to-use-green-energy-to-power-petchem-facilities-in-Belgium,"
                        23 Sep 2020
                    ","<p class=""ng-binding"">The 10-year wind power deal will reduce carbon footprint by 1.15 MMt; electricity supply for company's producing Belgian plants and planned Project One facilities in Antwerp.</p>",Chemicals
55,"
            Styrolution, AmSty partner to build PS recycling plant in Channahon, Illinois
        ",https://chemweek.com/CW/Document/114155/Styrolution-AmSty-partner-to-build-PS-recycling-plant-in-Channahon-Illinois,"
                        23 Sep 2020
                    ","<p class=""ng-binding"">Plant in engineering design phase; will use pyrolysis technology from Agilyx.</p>",Chemicals
56,"
            OMV lowers oil price assumptions to reflect increased pace of energy transition
        ",https://chemweek.com/CW/Document/114139/OMV-lowers-oil-price-assumptions-to-reflect-increased-pace-of-energy-transition,"
                        22 Sep 2020
                    ","<p class=""ng-binding"">Cuts Brent crude forecast to $60/bbl; Borealis acquisition a ""milestone"" reflecting ambition to extend value chain toward higher-value chemical products.</p>",Chemicals
57,"
            Hengli Petrochemical starts up hydrogen production units at Dalian
        ",https://chemweek.com/CW/Document/114136/Hengli-Petrochemical-starts-up-hydrogen-production-units-at-Dalian,"
                        22 Sep 2020
                    ","<p class=""ng-binding"">Seven PSA units producing hydrogen to help manufacture feedstock for integrated complex's petchem products.</p>",Chemicals
58,"
            Sasol Lake Charles nears restart as utilities return
        ",https://chemweek.com/CW/Document/114134/Sasol-Lake-Charles-nears-restart-as-utilities-return,"
                        21 Sep 2020
                    ","<p class=""ng-binding"">""Entergy expects full-load service, industrial-level reliability power,  to be available to Sasol and other industrial customers in the area by  early-to-mid October,"" the company said Monday.</p>",Chemicals
59,"
            Solvay to cut hydrogen peroxide capacity in Europe under realignment 
        ",https://chemweek.com/CW/Document/114123/Solvay-to-cut-hydrogen-peroxide-capacity-in-Europe-under-realignment,"
                        21 Sep 2020
                    ","<p class=""ng-binding"">Company says the move is in line with market developments caused by COVID-19, plans to boost production at customers' sites.</p>",Chemicals
60,"
            Sinochem starts up $4.8-billion cracker, derivatives complex
        ",https://chemweek.com/CW/Document/114117/Sinochem-starts-up-$48-billion-cracker-derivatives-complex,"
                        21 Sep 2020
                    ","<p class=""ng-binding"">The complex at Quanzhou, China, achieved on-specification output on 20 September.</p>",Chemicals
61,"
            Saudi Arabia's SIIG and Petrochem in merger talks
        ",https://chemweek.com/CW/Document/114113/Saudi-Arabias-SIIG-and-Petrochem-in-merger-talks,"
                        21 Sep 2020
                    ","<p class=""ng-binding"">Combined assets of the two companies would exceed $9 billion, no agreement reached on final structure of any merged company.</p>",Chemicals
62,"
            Indorama's Texas PO/MTBE restarting from Hurricane Laura shutdown
        ",https://chemweek.com/CW/Document/114091/Indoramas-Texas-POMTBE-restarting-from-Hurricane-Laura-shutdown,"
                        18 Sep 2020
                    ","<p class=""ng-binding"">The plant's outage has been cited as a contributor to recent upward pressure on US Gulf Coast MTBE prices.</p>",Chemicals
63,"
            India investigates sodium hydrosulfite dumping from China, South Korea
        ",https://chemweek.com/CW/Document/114089/India-investigates-sodium-hydrosulfite-dumping-from-China-South-Korea,"
                        18 Sep 2020
                    ","<p class=""ng-binding"">The period of the investigation is from 1 April 2019 to 31 March 2020.</p>",Chemicals
64,"
            Polyplastics to build COC polymers plant in Leuna, Germany
        ",https://chemweek.com/CW/Document/114072/Polyplastics-to-build-COC-polymers-plant-in-Leuna-Germany,"
                        17 Sep 2020
                    ","<p class=""ng-binding"">New 20,000-metric tons/year facility will more than double company's current COC polymer resins output.</p>",Chemicals
65,"
            
OQ Chemicals licenses oxo production technology for Oman petchem project


        ",https://chemweek.com/CW/Document/114069/OQ-Chemicals-licenses-oxo-production-technology-for-Oman-petchem-project,"
                        17 Sep 2020
                    ","<p class=""ng-binding"">Project operator DRPIC has issued 12 license packages for project at Duqm; investment decision planned in 2021.</p>",Chemicals
66,"
            Indonesia's TPPI to resume aromatics production after year-long break
        ",https://chemweek.com/CW/Document/114067/Indonesias-TPPI-to-resume-aromatics-production-after-year-long-break,"
                        17 Sep 2020
                    ","<p class=""ng-binding"">Will revert to para-xylene, benzene production by end-September; benzene, p-xylene margins already under pressure in region due to ample supply.</p>",Chemicals
67,"
            Styrolution, Trinseo progress plans for PS recycling plant in France
        ",https://chemweek.com/CW/Document/114066/Styrolution-Trinseo-progress-plans-for-PS-recycling-plant-in-France,"
                        17 Sep 2020
                    ","<p class=""ng-binding"">Conceptual design work underway, including evaluation of competing depolymerization technologies; plant planned to be operational mid-2023.</p>",Chemicals
68,"
            Surprise draw for weekly US propane, propylene stocks
        ",https://chemweek.com/CW/Document/114060/Surprise-draw-for-weekly-US-propane-propylene-stocks,"
                        16 Sep 2020
                    ","<p class=""ng-binding"">US propane and propylene inventories fell 1.2 million bbl to 96.1  million bbl in the week ended 11 September, the EIA said Wednesday.</p>",Chemicals
69,"
            CPChem hires BASF exec as senior VP/petrochemicals
        ",https://chemweek.com/CW/Document/114059/CPChem-hires-BASF-exec-as-senior-VPpetrochemicals,"
                        16 Sep 2020
                    ","<p class=""ng-binding"">Justine Smith replaces Ron Corn, who is retiring.</p>",Chemicals
70,"
            Echem finalizing plans for refinery-petchems complex at El-Alamein, Egypt
        ",https://chemweek.com/CW/Document/114046/Echem-finalizing-plans-for-refinery-petchems-complex-at-El-Alamein-Egypt,"
                        16 Sep 2020
                    ","<p class=""ng-binding"">Feasibility studies complete for $7.5-billion Suez Refining and Petrochemicals project.</p>",Chemicals
71,"
            South Korea p-xylene exports sink on falling China demand
        ",https://chemweek.com/CW/Document/114045/South-Korea-p-xylene-exports-sink-on-falling-China-demand,"
                        16 Sep 2020
                    ","<p class=""ng-binding"">Total exports in August were down 16% from July and 23% year on year.</p>",Chemicals
72,"
            Axens to license alpha-olefins technology for Baltic chemical complex in Russia
        ",https://chemweek.com/CW/Document/114043/Axens-to-license-alpha-olefins-technology-for-Baltic-chemical-complex-in-Russia,"
                        16 Sep 2020
                    ","<p class=""ng-binding"">Technology to be used for production of up to 120,000 metric tons/year of butene-1 and 50,000 metric tons/year of 1-hexene at Ust-Luga.</p>",Chemicals
73,"
            Celanese hikes prices for acetyl intermediates 
        ",https://chemweek.com/CW/Document/114038/Celanese-hikes-prices-for-acetyl-intermediates,"
                        16 Sep 2020
                    ","<p class=""ng-binding"">Increased prices for eight products implemented with immediate effect.</p>",Chemicals
74,"
            Wacker inaugurates R&D center at its China HQ
        ",https://chemweek.com/CW/Document/114037/Wacker-inaugurates-RD-center-at-its-China-HQ,"
                        16 Sep 2020
                    ","<p class=""ng-binding"">The facility will carry out research on silicone-based thermal interface materials.</p>",Chemicals
75,"
            Hengyi plans $13.65-billion second phase of Brunei project
        ",https://chemweek.com/CW/Document/114035/Hengyi-plans-$1365-billion-second-phase-of-Brunei-project,"
                        15 Sep 2020
                    ","<p class=""ng-binding"">Centered on a 280,000 b/d crude oil  refinery, the second phase will include 11.2 million metric tons/year  (MMt/y) of petrochemical capacity, including PET, PE, and PP.</p>",Chemicals
76,"
            BFI's urea plant in Brunei on schedule to start operating by mid-2021
        ",https://chemweek.com/CW/Document/114020/BFIs-urea-plant-in-Brunei-on-schedule-to-start-operating-by-mid-2021,"
                        15 Sep 2020
                    ","<p class=""ng-binding"">Production from 1.36-MMt/y urea plant will be mainly for export to regional customers.</p>",Chemicals
77,"
            Röhm puts MMA on sales control in Europe
        ",https://chemweek.com/CW/Document/114018/Rhm-puts-MMA-on-sales-control-in-Europe,"
                        15 Sep 2020
                    ","<p class=""ng-binding"">Company cites increased demand, limited raw material availability; it has raised prices for MMA, other monomer products three times this year.</p>",Chemicals
78,"
            India's National Fertilizer Ltd. records growth in volume
        ",https://chemweek.com/CW/Document/114009/Indias-National-Fertilizer-Ltd-records-growth-in-volume,"
                        15 Sep 2020
                    ","<p class=""ng-binding"">It produced 1.61 MMt of urea for the first five months of 2020, up by 13% YOY.</p>",Chemicals
79,"
            Agilyx to list shares on Oslo Merkur Market
        ",https://chemweek.com/CW/Document/114004/Agilyx-to-list-shares-on-Oslo-Merkur-Market,"
                        14 Sep 2020
                    ","<p class=""ng-binding"">Agilyx will use the funds to support commercialization, to  strengthen its chemical recycling platform, and to accelerate growth in Europe  and Asia.</p>",Chemicals
80,"
            OQ Chemicals raises prices for oxo intermediates, carboxylic acids
        ",https://chemweek.com/CW/Document/113994/OQ-Chemicals-raises-prices-for-oxo-intermediates-carboxylic-acids,"
                        14 Sep 2020
                    ","<p class=""ng-binding"">All increases effective 1 October.</p>",Chemicals
81,"
            Euro Chlor launches strategy for chlor-alkali industry's sustainable future in Europe
        ",https://chemweek.com/CW/Document/113991/Euro-Chlor-launches-strategy-for-chlor-alkali-industrys-sustainable-future-in-Europe,"
                        14 Sep 2020
                    ","<p class=""ng-binding"">Strategy includes focus on energy efficiency, reducing carbon footprint, increasing circularity in downstream chlorine value chain, and ambitions for greater hydrogen utilization towards 2050.</p>",Chemicals
82,"
            EU plunge in chemicals production steeper than global decline
        ",https://chemweek.com/CW/Document/113963/EU-plunge-in-chemicals-production-steeper-than-global-decline,"
                        11 Sep 2020
                    ","<p class=""ng-binding"">EU27 chemicals output falls 5.2% YOY for first half 2020, with global output declining 3.4%, says Cefic; total EU chemical sales fall 7.9% YOY in first five months.</p>",Chemicals
