,Title,Url,Date,Summary,Industry
17," 
                                                    MonacoSat Getting Ready to Order Second Geostationary Satellite",https://www.aerospacedefensereview.com/news/monacosat-getting-ready-to-order-second-geostationary-satellite-nwid-440.html,"Wednesday, September 09,2020",,Aerospace and Defence
18," 
                                                    Intelsat Purchases Gogo commercial aviation business for $400 million",https://www.aerospacedefensereview.com/news/intelsat-purchases-gogo-commercial-aviation-business-for-400-million-nwid-441.html,"Wednesday, September 09,2020",,Aerospace and Defence
19," 
                                                    The Role of Technology in the Future of the Maritime Industry",https://www.aerospacedefensereview.com/news/the-role-of-technology-in-the-future-of-the-maritime-industry-nwid-437.html,"Monday, September 07,2020",,Aerospace and Defence
20,Arianespace Successfully Launches Vega on Return-to-Flight Mission with...,https://www.aerospacedefensereview.com/news/arianespace-successfully-launches-vega-on-returntoflight-mission-with-53-smallsats-nwid-439.html,"
                                                Friday, September 04,2020
                                                                ",,Aerospace and Defence
21,Spaceflight Preparing Three Sherpa Launches in 2021,https://www.aerospacedefensereview.com/news/spaceflight-preparing-three-sherpa-launches-in-2021-nwid-436.html,"
                                                Thursday, September 03,2020
                                                                ",,Aerospace and Defence
22,The Advantages of 3D Printing in Aviation,https://www.aerospacedefensereview.com/news/the-advantages-of-3d-printing-in-aviation-nwid-438.html,"
                                                Tuesday, September 01,2020
                                                                ",,Aerospace and Defence
23,ESA Plans to Select Two Companies to Build Second generation Galileo...,https://www.aerospacedefensereview.com/news/esa-plans-to-select-two-companies-to-build-second-generation-galileo-constellation-nwid-435.html,"
                                                Monday, August 31,2020
                                                                ",,Aerospace and Defence
24,"
                                                Speedcast Looking to Exit Bankruptcy Protection with USD 395 Million Deal
                                            ",https://www.aerospacedefensereview.com/news/speedcast-looking-to-exit-bankruptcy-protection-with-usd-395-million-deal-nwid-430.html,"Friday, August 28,2020",,Aerospace and Defence
25,"
                                                NASA Declared to Perform Independent Review of Mars Sample Return Plans
                                            ",https://www.aerospacedefensereview.com/news/nasa-declared-to-perform-independent-review-of-mars-sample-return-plans-nwid-431.html,"Friday, August 28,2020",,Aerospace and Defence
26,"
                                                SpaceX Raises USD 1.9 Billion; Equity Valuation at USD 46 Billion
                                            ",https://www.aerospacedefensereview.com/news/spacex-raises-usd-19-billion-equity-valuation-at-usd-46-billion-nwid-432.html,"Friday, August 28,2020",,Aerospace and Defence
27,"
                                                Morpheus Space Attracts High Profile Investors in Venture Capital Round
                                            ",https://www.aerospacedefensereview.com/news/morpheus-space-attracts-high-profile-investors-in-venture-capital-round-nwid-433.html,"Friday, August 28,2020",,Aerospace and Defence
28," 
                                                    Orbcomm, AAC Clyde, Saab Set to Build Maritime Communications Cubesat",https://www.aerospacedefensereview.com/news/orbcomm-aac-clyde-saab-set-to-build-maritime-communications-cubesat-nwid-434.html,"Friday, August 28,2020",,Aerospace and Defence
29," 
                                                    HX5 PROMISES SUPERIOR SPACE PERFORMANCE AFTER DEMONSTRATING RETENTION OF...",https://www.aerospacedefensereview.com/news/hx5-promises-superior-space-performance-after-demonstrating-retention-of-96-mechanical-performance-with-exposure-to-5-million-rads-of-gamma-radiation-pnid-4.html,"Thursday, August 27,2020",,Aerospace and Defence
30," 
                                                    Technologies that can Transform the Future of Shipbuilding",https://www.aerospacedefensereview.com/news/technologies-that-can-transform-the-future-of-shipbuilding-nwid-428.html,"Wednesday, August 26,2020",,Aerospace and Defence
31," 
                                                    Lepton Global Solutions to Become Wholly-Owned Subsidy of Kymeta",https://www.aerospacedefensereview.com/news/lepton-global-solutions-to-become-whollyowned-subsidy-of-kymeta-nwid-429.html,"Wednesday, August 26,2020",,Aerospace and Defence
32,Emerging Trends in the Aviation Industry,https://www.aerospacedefensereview.com/news/emerging-trends-in-the-aviation-industry-nwid-425.html,"
                                                Monday, August 24,2020
                                                                ",,Aerospace and Defence
33,Airbus Aims to Expand Customer Base with New Partners for OneWeb Satellites,https://www.aerospacedefensereview.com/news/airbus-aims-to-expand-customer-base-with-new-partners-for-oneweb-satellites-nwid-426.html,"
                                                Monday, August 24,2020
                                                                ",,Aerospace and Defence
34,Maverick Helicopter Receives $2.5 Million Investment from Advantage Capital,https://www.aerospacedefensereview.com/news/maverick-helicopter-receives-25-million-investment-from-advantage-capital-nwid-422.html,"
                                                Friday, August 21,2020
                                                                ",,Aerospace and Defence
35,Arianespace Sets Launches Three Spacecraft on Ariane 5 Rocket,https://www.aerospacedefensereview.com/news/arianespace-sets-launches-three-spacecraft-on-ariane-5-rocket-nwid-423.html,"
                                                Friday, August 21,2020
                                                                ",,Aerospace and Defence
36,"
                                                TelAstra Study Finds Satellites Operating Longer than Lifespan in...
                                            ",https://www.aerospacedefensereview.com/news/telastra-study-finds-satellites-operating-longer-than-lifespan-in-geostationary-orbit-nwid-424.html,"Friday, August 21,2020",,Aerospace and Defence
37,"
                                                FCC Releases New Regulations for Smallsat Licensing
                                            ",https://www.aerospacedefensereview.com/news/fcc-releases-new-regulations-for-smallsat-licensing-nwid-421.html,"Thursday, August 20,2020",,Aerospace and Defence
38,"
                                                NASA Postpones Crew-1 Mission to Late October
                                            ",https://www.aerospacedefensereview.com/news/nasa-postpones-crew1-mission-to-late-october-nwid-419.html,"Wednesday, August 19,2020",,Aerospace and Defence
39,"
                                                CACI Completes Acquisition of Ascent Vision technologies
                                            ",https://www.aerospacedefensereview.com/news/caci-completes-acquisition-of-ascent-vision-technologies-nwid-420.html,"Wednesday, August 19,2020",,Aerospace and Defence
40," 
                                                    Returning Astronauts Impressed by Performance of Crew Dragon Spacecraft",https://www.aerospacedefensereview.com/news/returning-astronauts-impressed-by-performance-of-crew-dragon-spacecraft-nwid-417.html,"Tuesday, August 18,2020",,Aerospace and Defence
41," 
                                                    Game-Changing Technologies to Transform the Maritime Industry",https://www.aerospacedefensereview.com/news/gamechanging-technologies-to-transform-the-maritime-industry-nwid-418.html,"Monday, August 17,2020",,Aerospace and Defence
42," 
                                                    Increased Efficiency of Smallsats taking the Industry Forward",https://www.aerospacedefensereview.com/news/increased-efficiency-of-smallsats-taking-the-industry-forward-nwid-416.html,"Friday, August 14,2020",,Aerospace and Defence
43," 
                                                    Commercial Systems and Small Satellites to Become Part of U.S. Military...",https://www.aerospacedefensereview.com/news/commercial-systems-and-small-satellites-to-become-part-of-us-military-space-architecture-nwid-412.html,"Thursday, August 13,2020",,Aerospace and Defence
44,How Technologies can make the Best Green Ship,https://www.aerospacedefensereview.com/news/how-technologies-can-make-the-best-green-ship-nwid-413.html,"
                                                Thursday, August 13,2020
                                                                ",,Aerospace and Defence
45,Alpine Advanced Materials Names Roger Raley as President,https://www.aerospacedefensereview.com/news/alpine-advanced-materials-names-roger-raley-as-president-nwid-414.html,"
                                                Thursday, August 13,2020
                                                                ",,Aerospace and Defence
46,Nexa3D Completes the Acquisition of NXT Factory,https://www.aerospacedefensereview.com/news/nexa3d-completes-the-acquisition-of-nxt-factory-nwid-415.html,"
                                                Thursday, August 13,2020
                                                                ",,Aerospace and Defence
47,Boeing Receives Order for Manufacture of Four More O3b mPower Satellites,https://www.aerospacedefensereview.com/news/boeing-receives-order-for-manufacture-of-four-more-o3b-mpower-satellites-nwid-409.html,"
                                                Wednesday, August 12,2020
                                                                ",,Aerospace and Defence
48,"
                                                SpaceX, ULA to launch Two Geostationary Satellites for SES
                                            ",https://www.aerospacedefensereview.com/news/spacex-ula-to-launch-two-geostationary-satellites-for-ses-nwid-410.html,"Wednesday, August 12,2020",,Aerospace and Defence
49,"
                                                Benchmark to Deliver Propulsion for Spaceflight's Sherpa-NG
                                            ",https://www.aerospacedefensereview.com/news/benchmark-to-deliver-propulsion-for-spaceflight-s-sherpang-nwid-411.html,"Wednesday, August 12,2020",,Aerospace and Defence
50,"
                                                Additive Manufacturing Turns a Boon for Aerospace
                                            ",https://www.aerospacedefensereview.com/news/additive-manufacturing-turns-a-boon-for-aerospace-nwid-407.html,"Tuesday, August 11,2020",,Aerospace and Defence
51,"
                                                SpaceX Starship Prototype Finally Flies a Brief Hop
                                            ",https://www.aerospacedefensereview.com/news/spacex-starship-prototype-finally-flies-a-brief-hop-nwid-408.html,"Tuesday, August 11,2020",,Aerospace and Defence
52," 
                                                    Aero Precision Signs Distribution Agreement with Metro Aerospace",https://www.aerospacedefensereview.com/news/aero-precision-signs-distribution-agreement-with-metro-aerospace-pnid-3.html,"Tuesday, August 11,2020",,Aerospace and Defence
53," 
                                                    Rocket Lab Boosts Electron Payload Capacity",https://www.aerospacedefensereview.com/news/rocket-lab-boosts-electron-payload-capacity-nwid-405.html,"Monday, August 10,2020",,Aerospace and Defence
54," 
                                                    ABL Space Systems Awarded Two DoD Contracts; Secures USD 49 Million...",https://www.aerospacedefensereview.com/news/abl-space-systems-awarded-two-dod-contracts-secures-usd-49-million-investment-nwid-406.html,"Monday, August 10,2020",,Aerospace and Defence
55," 
                                                    Metro Aerospace Appoints Tim Watkins as Vice President of Business...",https://www.aerospacedefensereview.com/news/metro-aerospace-appoints-tim-watkins-as-vice-president-of-business-development-nwid-404.html,"Friday, August 07,2020",,Aerospace and Defence
56,"Astroscale U.S. Appoints Carolyn Belle as Director, Advanced Systems,...",https://www.aerospacedefensereview.com/news/astroscale-us-appoints-carolyn-belle-as-director-advanced-systems-and-rob-staples-as-program-manager-pnid-2.html,"
                                                Friday, August 07,2020
                                                                ",,Aerospace and Defence
57,Retired Adm.John Richardson Elected to Navy League of the United States...,https://www.aerospacedefensereview.com/news/retired-admjohn-richardson-elected-to-navy-league-of-the-united-states-executive-committee-nwid-403.html,"
                                                Thursday, August 06,2020
                                                                ",,Aerospace and Defence
58,Airline Industry is on the Brink of a Major Change!!,https://www.aerospacedefensereview.com/news/airline-industry-is-on-the-brink-of-a-major-change-nwid-402.html,"
                                                Wednesday, August 05,2020
                                                                ",,Aerospace and Defence
59,How Embedded Sensors Foster Ground Safety in Airports,https://www.aerospacedefensereview.com/news/how-embedded-sensors-foster-ground-safety-in-airports-nwid-395.html,"
                                                Tuesday, August 04,2020
                                                                ",,Aerospace and Defence
60,"
                                                Drones for the Future of Security and Surveillance
                                            ",https://www.aerospacedefensereview.com/news/drones-for-the-future-of-security-and-surveillance-nwid-400.html,"Tuesday, August 04,2020",,Aerospace and Defence
61,"
                                                Xsight Systems to Deploy RunWize at Hamad International Airport
                                            ",https://www.aerospacedefensereview.com/news/xsight-systems-to-deploy-runwize-at-hamad-international-airport-nwid-401.html,"Tuesday, August 04,2020",,Aerospace and Defence
62,"
                                                Bluetail Launches New Software to Amplify Aircraft Records Management
                                            ",https://www.aerospacedefensereview.com/news/bluetail-launches-new-software-to-amplify-aircraft-records-management-nwid-399.html,"Monday, August 03,2020",,Aerospace and Defence
63,"
                                                Hybrid Drones to Pave Way for the Future
                                            ",https://www.aerospacedefensereview.com/news/hybrid-drones-to-pave-way-for-the-future-nwid-394.html,"Friday, July 31,2020",,Aerospace and Defence
64," 
                                                    AiRXOS Introduced Public Safety UAS Solution: A Single Platform to...",https://www.aerospacedefensereview.com/news/airxos-introduced-public-safety-uas-solution-a-single-platform-to-enable-fast-safe-drone-operations-with-full-situational-awareness-nwid-393.html,"Friday, July 31,2020",,Aerospace and Defence
65," 
                                                    U.S. Space Force Needs to Define its Mission, Says RAND Study",https://www.aerospacedefensereview.com/news/us-space-force-needs-to-define-its-mission-says-rand-study-nwid-320.html,"Tuesday, July 28,2020",,Aerospace and Defence
66," 
                                                    Hybrid Drones Become more Efficient Using AI",https://www.aerospacedefensereview.com/news/hybrid-drones-become-more-efficient-using-ai-nwid-392.html,"Tuesday, July 28,2020",,Aerospace and Defence
67," 
                                                    Space Force to Receive 23 Units from the Air Force",https://www.aerospacedefensereview.com/news/space-force-to-receive-23-units-from-the-air-force-nwid-331.html,"Monday, July 27,2020",,Aerospace and Defence
68,Top Trends Landing in the Future of Aviation Industry,https://www.aerospacedefensereview.com/news/top-trends-landing-in-the-future-of-aviation-industry-nwid-391.html,"
                                                Friday, July 24,2020
                                                                ",,Aerospace and Defence
69,Amazing Trends in Satellite Communication (SATCOM),https://www.aerospacedefensereview.com/news/amazing-trends-in-satellite-communication-satcom-nwid-390.html,"
                                                Thursday, July 23,2020
                                                                ",,Aerospace and Defence
70,Leveraging Data Analytics to Overcome the Aviation Industry Challenges,https://www.aerospacedefensereview.com/news/leveraging-data-analytics-to-overcome-the-aviation-industry-challenges-nwid-387.html,"
                                                Wednesday, July 22,2020
                                                                ",,Aerospace and Defence
71,Aerojet Completes Propulsion Systems for NASA's Artemis II Mission,https://www.aerospacedefensereview.com/news/aerojet-completes-propulsion-systems-for-nasa-s-artemis-ii-mission-nwid-389.html,"
                                                Wednesday, July 22,2020
                                                                ",,Aerospace and Defence
72,"
                                                Alderman & Co. Releases New Survey Titled Impending Crisis
                                            ",https://www.aerospacedefensereview.com/news/alderman-co-releases-new-survey-titled-impending-crisis-nwid-388.html,"Tuesday, July 21,2020",,Aerospace and Defence
73,"
                                                What Transformations Will New Aerospace Technologies Bring In The Future?
                                            ",https://www.aerospacedefensereview.com/news/what-transformations-will-new-aerospace-technologies-bring-in-the-future-nwid-381.html,"Tuesday, July 14,2020",,Aerospace and Defence
74,"
                                                Zeusch Aviation Moves Closer to Air Operator's Certificate
                                            ",https://www.aerospacedefensereview.com/news/zeusch-aviation-moves-closer-to-air-operator-s-certificate-nwid-382.html,"Tuesday, July 14,2020",,Aerospace and Defence
75,"
                                                3D Printing Initiatives Taken by NASA
                                            ",https://www.aerospacedefensereview.com/news/3d-printing-initiatives-taken-by-nasa-nwid-378.html,"Monday, July 13,2020",,Aerospace and Defence
76," 
                                                    Emerging Technology Trends in Maritime",https://www.aerospacedefensereview.com/news/emerging-technology-trends-in-maritime-nwid-379.html,"Monday, July 13,2020",,Aerospace and Defence
77," 
                                                    The Impact of 3D Printing on the Aerospace Sector",https://www.aerospacedefensereview.com/news/the-impact-of-3d-printing-on-the-aerospace-sector-nwid-380.html,"Monday, July 13,2020",,Aerospace and Defence
78," 
                                                    Venezuelan Satellite VeneSat-1 Goes Defunct due to Solar Array Failure",https://www.aerospacedefensereview.com/news/venezuelan-satellite-venesat1-goes-defunct-due-to-solar-array-failure-nwid-330.html,"Friday, July 10,2020",,Aerospace and Defence
79," 
                                                    DarkSat has not Reduced the Brightness Enough; claim Astronomers",https://www.aerospacedefensereview.com/news/darksat-has-not-reduced-the-brightness-enough-claim-astronomers-nwid-326.html,"Thursday, July 09,2020",,Aerospace and Defence
80,How Design Improvements Have Successfully Reduced Aircraft Drag,https://www.aerospacedefensereview.com/news/how-design-improvements-have-successfully-reduced-aircraft-drag-nwid-377.html,"
                                                Wednesday, July 08,2020
                                                                ",,Aerospace and Defence
81,NASA Announces Finalists for Next Small Astrophysics Mission,https://www.aerospacedefensereview.com/news/nasa-announces-finalists-for-next-small-astrophysics-mission-nwid-327.html,"
                                                Tuesday, July 07,2020
                                                                ",,Aerospace and Defence
82,SDA Set to Award Contracts for Its First Constellation,https://www.aerospacedefensereview.com/news/sda-set-to-award-contracts-for-its-first-constellation-nwid-333.html,"
                                                Monday, July 06,2020
                                                                ",,Aerospace and Defence
83,How Geospatial Imaging Contributes To Solar Industry,https://www.aerospacedefensereview.com/news/how-geospatial-imaging-contributes-to-solar-industry-nwid-339.html,"
                                                Thursday, July 02,2020
                                                                ",,Aerospace and Defence
84,"
                                                Rocket Lab to Acquire Satellite Hardware Manufacturer
                                            ",https://www.aerospacedefensereview.com/news/rocket-lab-to-acquire-satellite-hardware-manufacturer-nwid-306.html,"Wednesday, July 01,2020",,Aerospace and Defence
85,"
                                                Trends Changing the Facets of Aviation Sector
                                            ",https://www.aerospacedefensereview.com/news/trends-changing-the-facets-of-aviation-sector-nwid-376.html,"Wednesday, July 01,2020",,Aerospace and Defence
86,"
                                                Leo Aerospace Ceases Operation Because of Difficulties Raising Funds
                                            ",https://www.aerospacedefensereview.com/news/leo-aerospace-ceases-operation-because-of-difficulties-raising-funds-nwid-307.html,"Monday, June 29,2020",,Aerospace and Defence
87,"
                                                Rolling Back Space Operations amidst COVID-19 Pandemic
                                            ",https://www.aerospacedefensereview.com/news/rolling-back-space-operations-amidst-covid19-pandemic-nwid-319.html,"Friday, June 26,2020",,Aerospace and Defence
88," 
                                                    NRO Awards Two Contracts to Rocket Lab to Demonstrate Responsive Launch...",https://www.aerospacedefensereview.com/news/nro-awards-two-contracts-to-rocket-lab-to-demonstrate-responsive-launch-capabilities-nwid-375.html,"Thursday, June 25,2020",,Aerospace and Defence
89," 
                                                    NASA Aiming to Reorganize Human Spaceflight Directorate",https://www.aerospacedefensereview.com/news/nasa-aiming-to-reorganize-human-spaceflight-directorate-nwid-317.html,"Wednesday, June 24,2020",,Aerospace and Defence
90," 
                                                    Kratos to Acquire Satellite Antenna Manufacturer ASC Signal",https://www.aerospacedefensereview.com/news/kratos-to-acquire-satellite-antenna-manufacturer-asc-signal-nwid-373.html,"Tuesday, June 23,2020",,Aerospace and Defence
91," 
                                                    Astra is about to Make New Orbital Launch Attempt in July",https://www.aerospacedefensereview.com/news/astra-is-about-to-make-new-orbital-launch-attempt-in-july-nwid-374.html,"Tuesday, June 23,2020",,Aerospace and Defence
92,U.S. DoD Releases Updated Strategy Focusing on Space Dominance,https://www.aerospacedefensereview.com/news/us-dod-releases-updated-strategy-focusing-on-space-dominance-nwid-372.html,"
                                                Friday, June 19,2020
                                                                ",,Aerospace and Defence
93,Peraton Secures $218 Million to Provide Satcom Services for U.S. AFRICOM,https://www.aerospacedefensereview.com/news/peraton-secures-218-million-to-provide-satcom-services-for-us-africom-nwid-282.html,"
                                                Monday, June 15,2020
                                                                ",,Aerospace and Defence
94,NASA Resumes NEO Observations Program,https://www.aerospacedefensereview.com/news/nasa-resumes-neo-observations-program-nwid-371.html,"
                                                Friday, June 12,2020
                                                                ",,Aerospace and Defence
95,AST & Science Raises USD 128 Million in Series B Round of Financing,https://www.aerospacedefensereview.com/news/ast-science-raises-usd-128-million-in-series-b-round-of-financing-nwid-281.html,"
                                                Wednesday, June 10,2020
                                                                ",,Aerospace and Defence
96,"
                                                The Breakdown of FCC's $9.7 Billion Spectrum Clearing Incentive Package
                                            ",https://www.aerospacedefensereview.com/news/the-breakdown-of-fcc-s-97-billion-spectrum-clearing-incentive-package-nwid-294.html,"Tuesday, June 09,2020",,Aerospace and Defence
97,"
                                                SpaceX makes History as Crew Dragon Docks with the ISS
                                            ",https://www.aerospacedefensereview.com/news/spacex-makes-history-as-crew-dragon-docks-with-the-iss-nwid-370.html,"Tuesday, June 09,2020",,Aerospace and Defence
98,"
                                                Coronavirus Alert Reaches the Space Industry
                                            ",https://www.aerospacedefensereview.com/news/coronavirus-alert-reaches-the-space-industry-nwid-292.html,"Monday, June 08,2020",,Aerospace and Defence
99,"
                                                Capella Space Set to Launch Radar Satellite on Rocket Lab Launch Vehicle
                                            ",https://www.aerospacedefensereview.com/news/capella-space-set-to-launch-radar-satellite-on-rocket-lab-launch-vehicle-nwid-293.html,"Monday, June 08,2020",,Aerospace and Defence
100," 
                                                    Boeing Steps up Testing as CST-100 Starliner Nears Completion",https://www.aerospacedefensereview.com/news/boeing-steps-up-testing-as-cst100-starliner-nears-completion-nwid-291.html,"Friday, June 05,2020",,Aerospace and Defence
101," 
                                                    FAA Approves Suborbital Flight Tests for SpaceX",https://www.aerospacedefensereview.com/news/faa-approves-suborbital-flight-tests-for-spacex-nwid-369.html,"Friday, June 05,2020",,Aerospace and Defence
102," 
                                                    DSCOVR Brought Back to Working Condition by NOAA Software Update",https://www.aerospacedefensereview.com/news/dscovr-brought-back-to-working-condition-by-noaa-software-update-nwid-290.html,"Thursday, June 04,2020",,Aerospace and Defence
103," 
                                                    Wingcopter Raises a Massive Seven-Digit Investment from Corecam",https://www.aerospacedefensereview.com/news/wingcopter-raises-a-massive-sevendigit-investment-from-corecam-nwid-289.html,"Wednesday, June 03,2020",,Aerospace and Defence
104,Musk Emphasizes the Need for Reusable Rockets at Space Force Conference,https://www.aerospacedefensereview.com/news/musk-emphasizes-the-need-for-reusable-rockets-at-space-force-conference-nwid-287.html,"
                                                Tuesday, June 02,2020
                                                                ",,Aerospace and Defence
105,NASA Approves Development of WFIRST despite Possible Cancellation by...,https://www.aerospacedefensereview.com/news/nasa-approves-development-of-wfirst-despite-possible-cancellation-by-administration-nwid-288.html,"
                                                Tuesday, June 02,2020
                                                                ",,Aerospace and Defence
106,Pioneer Metal Finishing announces launch of Surface Engineering...,https://www.aerospacedefensereview.com/news/pioneer-metal-finishing-announces-launch-of-surface-engineering-academysupsup-nwid-368.html,"
                                                Tuesday, June 02,2020
                                                                ",,Aerospace and Defence
107,NASA Exploring Possibilities to Fly Astronauts on Commercial Suborbital...,https://www.aerospacedefensereview.com/news/nasa-exploring-possibilities-to-fly-astronauts-on-commercial-suborbital-vehicles-nwid-295.html,"
                                                Monday, June 01,2020
                                                                ",,Aerospace and Defence
108,"
                                                What are the Challenges that Aircraft Maintenance Sector Need to Address?
                                            ",https://www.aerospacedefensereview.com/news/what-are-the-challenges-that-aircraft-maintenance-sector-need-to-address-nwid-364.html,"Friday, May 29,2020",,Aerospace and Defence
109,"
                                                Pioneer Metal Finishing announces launch of Surface Engineering Academy™
                                            ",https://www.aerospacedefensereview.com/news/pioneer-metal-finishing-announces-launch-of-surface-engineering-academy-pnid-1.html,"Thursday, May 28,2020",,Aerospace and Defence
110,"
                                                ILC Dover Welcomes Nicole Scott as Senior Technical Advisor
                                            ",https://www.aerospacedefensereview.com/news/ilc-dover-welcomes-nicole-scott-as-senior-technical-advisor-nwid-298.html,"Wednesday, May 27,2020",,Aerospace and Defence
111,"
                                                Three Trends that will Dominate the Future Commercial Aircraft MRO Market
                                            ",https://www.aerospacedefensereview.com/news/three-trends-that-will-dominate-the-future-commercial-aircraft-mro-market-nwid-357.html,"Wednesday, May 27,2020",,Aerospace and Defence
112," 
                                                    Boeing, Lockheed Win U.S. Space Force Contract for Satcom Payloads",https://www.aerospacedefensereview.com/news/boeing-lockheed-win-us-space-force-contract-for-satcom-payloads-nwid-297.html,"Tuesday, May 26,2020",,Aerospace and Defence
113," 
                                                    Top 3 Marine Trends to Watch Out For In 2020",https://www.aerospacedefensereview.com/news/top-3-marine-trends-to-watch-out-for-in-2020-nwid-349.html,"Tuesday, May 26,2020",,Aerospace and Defence
114," 
                                                    Navigating the Maritime Industry with IOT and AI",https://www.aerospacedefensereview.com/news/navigating-the-maritime-industry-with-iot-and-ai-nwid-350.html,"Tuesday, May 26,2020",,Aerospace and Defence
115," 
                                                    36th Space Symposium Postponed Indefinitely due to Coronavirus Pandemic ",https://www.aerospacedefensereview.com/news/36th-space-symposium-postponed-indefinitely-due-to-coronavirus-pandemic--nwid-301.html,"Wednesday, May 20,2020",,Aerospace and Defence
116,NASA to Fly First Science Payloads on Lunar Gateway,https://www.aerospacedefensereview.com/news/nasa-to-fly-first-science-payloads-on-lunar-gateway-nwid-300.html,"
                                                Tuesday, May 19,2020
                                                                ",,Aerospace and Defence
117,Assure Space Have Ceased Covering Satellite Collision Risk in Low Earth...,https://www.aerospacedefensereview.com/news/assure-space-have-ceased-covering-satellite-collision-risk-in-low-earth-orbit-nwid-299.html,"
                                                Monday, May 18,2020
                                                                ",,Aerospace and Defence
118,Politicians Fear COVID-19 could Shrink European Space Sector by over USD...,https://www.aerospacedefensereview.com/news/politicians-fear-covid19-could-shrink-european-space-sector-by-over-usd-1-billion-nwid-348.html,"
                                                Thursday, May 14,2020
                                                                ",,Aerospace and Defence
