,Title,Url,Date,Summary,Industry
20,COVID no deterrent to over-the-air update deployments,https://www.automotiveworld.com/articles/covid-no-deterrent-to-over-the-air-update-deployments/,"September 29, 2020",Airbiquity's Chief Executive explains why the importance of OTA software updates cannot be overstated. By Megan Lampinen,Automotive and Assembly
21,Where does Trevor Milton end and Nikola begin?,https://www.automotiveworld.com/articles/where-does-trevor-milton-end-and-nikola-begin/,"September 28, 2020",What will Milton's departure mean for a company that was as much tied to its leader as its business plan? By Megan Lampinen,Automotive and Assembly
22,Will cyber crime kill the automated vehicle?,https://www.automotiveworld.com/articles/will-cyber-crime-kill-the-automated-vehicle/,"September 28, 2020","Hope for the best, plan for the worst, says Guidehouse Insights’ Sam Abuelsamid: the cyber threat to AVs is real, but the industry can take steps today to ensure resilience",Automotive and Assembly
23,"OTA updates indispensable moving forward, but AV developers must move carefully",https://www.automotiveworld.com/articles/ota-updates-indispensable-moving-forward-but-av-developers-must-move-carefully/,"September 28, 2020","Tesla has shown that OTA updates are possible, and attractive. Wider adoption for connected services is likely, but for self-driving tech, the risks are clear. By Xavier Boucherat",Automotive and Assembly
24,Ford’s Chief Technology Officer offers his take on future-proofing,https://www.automotiveworld.com/articles/fords-chief-technology-officer-offers-his-take-on-future-proofing/,"September 25, 2020","Ken Washington offers an update on the latest developments around autonomous driving, connectivity and last-mile delivery. By Megan Lampinen",Automotive and Assembly
25,Russian automakers eye 2021 recovery,https://www.automotiveworld.com/articles/russian-automakers-eye-2021-recovery/,"September 25, 2020","A rebound in new passenger car sales looks promising, but economic stability is by no means guaranteed. By Freddie Holmes",Automotive and Assembly
26,Visibility and digitalisation essential for robust supply chains,https://www.automotiveworld.com/articles/visibility-and-digitalisation-essential-for-robust-supply-chains/,"September 25, 2020",Recent research touches on key focus areas for logistics fleets to make their businesses COVID-proof. The emphasis on technology leadership is clear. By Xavier Boucherat,Automotive and Assembly
27,Federal policy and pandemic shape US electric vehicle outlook,https://www.automotiveworld.com/articles/federal-policy-and-pandemic-shape-us-electric-vehicle-outlook/,"September 24, 2020","The novel coronavirus has had a big impact on the EV segment, but the outlook also hinges on the results of November's presidential elections. By Ian C Graig",Automotive and Assembly
28,"After a slow start, Russia takes aim at vast EV uptake",https://www.automotiveworld.com/articles/after-a-slow-start-russia-takes-aim-at-vast-ev-uptake/,"September 24, 2020",The hope is that new legislation and investments can kick-start a market that’s proven sluggish to date. By Jack Hunsley,Automotive and Assembly
29,Tesla targets affordable EVs once more with new battery strategy,https://www.automotiveworld.com/articles/tesla-targets-affordable-evs-once-more-with-new-battery-strategy/,"September 24, 2020","Buoyed by another profitable quarter, Tesla is looking less like a start-up and more like an established manufacturer, writes Freddie Holmes",Automotive and Assembly
30,COVID crisis accelerates Industry 4.0,https://www.automotiveworld.com/articles/covid-crisis-accelerates-industry-4-0/,"September 23, 2020","The global pandemic has created a need for producing cars that are less reliant on humans being in direct contact with the assembly line, writes Sohini Bianka Roy",Automotive and Assembly
31,In-cabin sensor tech developments promise life-saving benefits,https://www.automotiveworld.com/articles/in-cabin-sensor-tech-developments-promise-life-saving-benefits/,"September 23, 2020","Innovative 4D imaging radar technology from Vayyar paves the way for significant safety developments, writes Megan Lampinen",Automotive and Assembly
32,"Russian cities fertile ground for new mobility services, particularly shared mobility",https://www.automotiveworld.com/articles/russian-cities-fertile-ground-for-new-mobility-services-particularly-shared-mobility/,"September 23, 2020",Despite financial pressures—or perhaps as a result of them—Russia is proving an exciting and pragmatic market for future mobility solutions. By Xavier Boucherat,Automotive and Assembly
33,"Interview: Laura Major, Chief Technology Officer, Motional",https://www.automotiveworld.com/articles/interview-laura-major-chief-technology-officer-motional/,"September 22, 2020",Jack Hunsley speaks with Motional’s CTO to unpack the Hyundai-Aptiv joint venture’s vision of the ‘perfect robotaxi’,Automotive and Assembly
34,"Russia’s truck market holds strong, eyes future growth post-COVID",https://www.automotiveworld.com/articles/russias-truck-market-holds-strong-eyes-future-growth-post-covid/,"September 22, 2020",Freddie Holmes speaks to several truck makers that remain confident of Russia’s long-term growth prospects,Automotive and Assembly
35,"Industrial PCs pave the way for smart cars, smart cities",https://www.automotiveworld.com/articles/industrial-pcs-pave-the-way-for-smart-cars-smart-cities/,"September 22, 2020",OnLogic believes its latest line of computers could change the way connected and automated vehicles will operate in the smart cities of the future. By Megan Lampinen,Automotive and Assembly
36,Significant work remains on prepping Russia’s autonomous future,https://www.automotiveworld.com/articles/significant-work-remains-on-prepping-russias-autonomous-future/,"September 21, 2020","Though a global leader calls it home, not all of Russia’s roads are ready for the autonomous vehicle. By Jack Hunsley",Automotive and Assembly
37,"COVID-19 hits Russian market hard, but future mobility remains a priority",https://www.automotiveworld.com/articles/covid-19-hits-russian-market-hard-but-future-mobility-remains-a-priority/,"September 21, 2020","The pandemic has affected the Russian market badly, but strong state support and innovation means cleaner, smarter mobility remains on the menu. By Xavier Boucherat",Automotive and Assembly
38,GM goes ‘full speed ahead” with new electric vehicle strategy,https://www.automotiveworld.com/articles/gm-goes-full-speed-ahead-with-new-electric-vehicle-strategy/,"September 21, 2020","The automaker is not pulling any punches with its plans to go fully electric, writes Freddie Holmes",Automotive and Assembly
39,World EV Day: rivalry set aside for big picture focus,https://www.automotiveworld.com/articles/world-ev-day-rivalry-set-aside-for-big-picture-focus/,"September 18, 2020",Ionity's Chief Executive Michael Hajesch speaks to Megan Lampinen about the significance of this inaugural event for the electric vehicle industry,Automotive and Assembly
40,How are start-ups shaping truck fleets?,https://www.automotiveworld.com/articles/how-are-start-ups-shaping-truck-fleets/,"September 18, 2020","Start-ups are bringing innovative new takes to old challenges, and many fleets are keen to become early adopters. By Freddie Holmes",Automotive and Assembly
41,COMMENT: Telecoms patent wars escalate,https://www.automotiveworld.com/articles/comment-telecoms-patent-wars-escalate/,"September 18, 2020",Andrew White explores the implications of Nokia's win in a recent dispute with Daimler over patented telecoms tech,Automotive and Assembly
42,"COMMENT: Nikola could ride this out, but tech hype is blurring reality in automotive",https://www.automotiveworld.com/articles/comment-nikola-could-ride-this-out-but-tech-hype-is-blurring-reality-in-automotive/,"September 17, 2020","The Hindenburg allegations may not prove a shock for investors, but the episode underlies concerns around what’s real and what’s not in the zero-emissions space. By Xavier Boucherat",Automotive and Assembly
43,Fleets must balance innovation with stability in COVID-hit market,https://www.automotiveworld.com/articles/fleets-must-balance-innovation-with-stability-in-covid-hit-market/,"September 17, 2020","Though the first wave has not been as devastating as predicted, a second wave could be catastrophic for the trucking sector. By Jack Hunsley",Automotive and Assembly
44,"Interview: Sameer Pagnis, President of Global Automotive, TE Connectivity",https://www.automotiveworld.com/articles/interview-sameer-pagnis-president-of-global-automotive-te-connectivity/,"September 16, 2020","What will it take for automotive players to position their offering for a connected, autonomous, shared and electric future? By Megan Lampinen",Automotive and Assembly
45,The fleet of the future must be fit for unpredictable markets,https://www.automotiveworld.com/articles/the-fleet-of-the-future-must-be-fit-for-unpredictable-markets/,"September 16, 2020","Connected solutions will help fleets to navigate an increasingly volatile world, whilst electrification will help them to meet increasingly stringent regulations. By Xavier Boucherat",Automotive and Assembly
46,COMMENT: Connected car data can help meet changing consumer needs,https://www.automotiveworld.com/articles/comment-connected-car-data-can-help-meet-changing-consumer-needs/,"September 16, 2020",Paul Stacy explores how the insurance and car manufacturing sectors are coming together to enable new services using data from the connected car,Automotive and Assembly
47,Real-world pilots will be critical for realising 5G’s autonomous potential,https://www.automotiveworld.com/articles/real-world-pilots-will-be-critical-for-realising-5gs-autonomous-potential/,"September 15, 2020","There are promises of improved latency and bandwidth, but now is the time to test exactly what 5G could deliver. By Jack Hunsley",Automotive and Assembly
48,Do truck fleets want to go electric?,https://www.automotiveworld.com/articles/do-truck-fleets-want-to-go-electric/,"September 15, 2020",Freddie Holmes investigates how heavy truck fleets might begin to transition toward zero emissions solutions in coming years,Automotive and Assembly
49,Fleets and AV developers must work together to maximise autonomy’s potential,https://www.automotiveworld.com/articles/fleets-and-av-developers-must-work-together-to-maximise-autonomys-potential/,"September 15, 2020",The efficiency and safety gains on offer are too large for any fleet to ignore autonomy’s development. By Jack Hunsley,Automotive and Assembly
50,What’s the real value of the world’s most powerful and efficient electric sedan?,https://www.automotiveworld.com/articles/whats-the-real-value-of-the-worlds-most-powerful-and-efficient-electric-sedan/,"September 14, 2020",Lucid Motors' CEO speaks to Megan Lampinen about the psychology behind the Air's 500+ mile range,Automotive and Assembly
51,What do fleets want from the future of trucking?,https://www.automotiveworld.com/articles/what-do-fleets-want-from-the-future-of-trucking/,"September 14, 2020","In a COVID-hit market, truck fleets cannot afford to take their eyes of CASE development. By Wilfried Aulbur and Walter Rentzsch",Automotive and Assembly
52,"Big CV fleets keen for new powertrain solutions, but opinions vary on autonomy",https://www.automotiveworld.com/articles/big-cv-fleets-keen-for-new-powertrain-solutions-but-opinions-vary-on-autonomy/,"September 14, 2020","The future of commercial vehicles will likely embrace the typical mobility megatrends, but in the short-term, the big fleets’ priority is low- and zero-emission vehicles. By Xavier Boucherat",Automotive and Assembly
53,Have tech giants beaten automakers to the robotaxi?,https://www.automotiveworld.com/articles/have-tech-giants-beaten-automakers-to-the-robotaxi/,"September 11, 2020","It is easy to admire the advances that Silicon Valley’s finest have made so far. But is Big Tech ahead of the pack, or just more vocal? By Freddie Holmes",Automotive and Assembly
54,Automated CVs are not just for the highway,https://www.automotiveworld.com/articles/automated-cvs-are-not-just-for-the-highway/,"September 11, 2020",Jack Hunsley speaks with Fuso’s Head of Product Engineering on its latest automated concept truck,Automotive and Assembly
55,Buyer beware: caution required in Industry 4.0 investments,https://www.automotiveworld.com/articles/buyer-beware-caution-required-in-industry-4-0-investments/,"September 10, 2020","The smart, connected factory remains greatly appealing for automakers and suppliers, and could prove essential for post-COVID manufacturing. However, companies must tread with care when making investments. By Xavier Boucherat",Automotive and Assembly
56,How far will GM and Honda take their alliance?,https://www.automotiveworld.com/articles/how-far-will-gm-and-honda-take-their-alliance/,"September 10, 2020","These two automakers are upping their relationship to a new level, writes Megan Lampinen",Automotive and Assembly
57,Effective customer service as valuable as sensors for the robotaxi,https://www.automotiveworld.com/articles/customer-service-as-valuable-as-sensors-for-the-robotaxi/,"September 10, 2020","The first goal is to teach robotaxis to drive, but do not neglect the value of technology-enabled customer service. By Jack Hunsley",Automotive and Assembly
58,Nikola and General Motors tie-up sets new mobility template,https://www.automotiveworld.com/articles/nikola-and-general-motors-tie-up-sets-new-mobility-template/,"September 9, 2020","This new partnership represents more than just a commercialisation milestone for GM and massive cost savings for Nikola, writes Megan Lampinen",Automotive and Assembly
59,COMMENT: Industry must harness the power of data to support EVs,https://www.automotiveworld.com/articles/comment-industry-must-harness-the-power-of-data-to-support-evs/,"September 9, 2020","Embrace the art of the prediction through quality data and machine learning to promote the rollout of ‘green’ technology, urges Geoff McGrath",Automotive and Assembly
60,"Ride-sharing could make AVs more sustainable, but pandemic raises questions",https://www.automotiveworld.com/articles/ride-sharing-could-make-avs-more-sustainable-but-pandemic-raises-questions/,"September 9, 2020","COVID-19 puts the future of ride-sharing more in doubt than other MaaS services, but for would-be robotaxi developers, it’s an important consideration. By Xavier Boucherat",Automotive and Assembly
61,Trust and clarity crucial to the robotaxi experience,https://www.automotiveworld.com/articles/trust-and-clarity-crucial-to-the-robotaxi-experience/,"September 8, 2020","Ensuring that passengers feel in control is a challenge when there is no driver, steering wheel or brake pedal. By Freddie Holmes",Automotive and Assembly
62,"Public-private sector collaboration critical for robotaxi development, says Lyft",https://www.automotiveworld.com/articles/public-private-sector-collaboration-critical-for-robo-taxi-development-says-lyft/,"September 8, 2020","All stakeholders must work together if the robotaxi is to become reality, says the ride-hailing giant. By Jack Hunsley",Automotive and Assembly
63,What’s the roadmap for in-vehicle monitoring?,https://www.automotiveworld.com/articles/whats-the-roadmap-for-in-vehicle-monitoring/,"September 8, 2020",Megan Lampinen speaks to one company positioning to ride the coming wave in demand for driver monitoring systems,Automotive and Assembly
64,City pilots edge Sweden closer to autonomous buses,https://www.automotiveworld.com/articles/city-pilots-edge-sweden-closer-to-autonomous-buses/,"September 7, 2020","Private tests are vital for validation purposes, but may not offer the insight that public authorities are looking for, writes Freddie Holmes",Automotive and Assembly
65,How do you develop a successful robotaxi offer?,https://www.automotiveworld.com/articles/how-do-you-develop-a-successful-robotaxi-offer/,"September 7, 2020","There is renewed enthusiasm for the robotaxi concept. Would-be players must now tackle six key considerations. By Yuan Zhang, Chen Pan and Edwin Kemp",Automotive and Assembly
66,"Automakers will be key robotaxi players, but work must start today",https://www.automotiveworld.com/articles/automakers-will-be-key-robotaxi-players-but-work-must-start-today/,"September 7, 2020","Automakers have clear roles to play in bringing robotaxis to the road, but they must secure tech partnerships, and consider future design needs. By Xavier Boucherat",Automotive and Assembly
67,Could truck platooning be back on the table?,https://www.automotiveworld.com/articles/could-truck-platooning-be-back-on-the-table/,"September 7, 2020","Though interest among some players has cooled, Locomotion and Wilson Logistics are confident in platooning’s short term potential. By Jack Hunsley",Automotive and Assembly
68,A hydrogen society: cars and trucks are just the beginning,https://www.automotiveworld.com/articles/a-hydrogen-society-cars-and-trucks-are-just-the-beginning/,"September 4, 2020","When it comes to potential fuel cell applications, Hyundai isn't ruling out anything, writes Megan Lampinen",Automotive and Assembly
69,Competition heating up in the zero-emissions delivery space,https://www.automotiveworld.com/articles/competition-heating-up-in-the-zero-emissions-delivery-space/,"September 4, 2020",Volta Trucks is the latest name hoping for success in the zero-emissions commercial vehicle segment. By Xavier Boucherat,Automotive and Assembly
70,Innovation needed as electric vehicle batteries pack on the pounds,https://www.automotiveworld.com/articles/innovation-needed-as-electric-vehicle-batteries-pack-on-the-pounds/,"September 4, 2020","A diet may be in order if automakers are to produce profitable battery electric vehicles, writes Freddie Holmes",Automotive and Assembly
71,"Weight is “enemy number one” for electric vehicles, says Valeo",https://www.automotiveworld.com/articles/weight-is-enemy-number-one-for-electric-vehicles-says-valeo/,"September 3, 2020",Valeo Powertrain’s Chief Technical Officer believes automakers must offer lightweight alternatives if city drivers are to go electric. By Freddie Holmes,Automotive and Assembly
72,Doubling-up development efforts could help maximise future EV profit,https://www.automotiveworld.com/articles/doubling-up-development-efforts-could-help-maximise-future-ev-profit/,"September 3, 2020",Hybridisation could allow players to justify continued ICE development and unlock future full EV profit. By Jack Hunsley,Automotive and Assembly
73,From technology to business: change of focus as mobility start-ups mature,https://www.automotiveworld.com/articles/from-technology-to-business-change-of-focus-as-mobility-start-ups-mature/,"September 3, 2020",Outsight offers a fascinating case study of how one perception technology start-up is tapping diverse markets in its search for scale and growth. By Megan Lampinen,Automotive and Assembly
74,Location data recalibrates for post-COVID mobility,https://www.automotiveworld.com/articles/location-data-recalibrates-for-post-covid-mobility/,"September 2, 2020",Closely monitoring transport trends allows TomTom to be ready with the right product at the right time. By Megan Lampinen,Automotive and Assembly
75,Tier 1s are leading EV optimisation and value add efforts,https://www.automotiveworld.com/articles/tier-1s-are-leading-ev-optimisation-and-value-add-efforts/,"September 2, 2020","System level optimisation is gradually driving down the cost of EV manufacturing, and Tier 1s are at the centre of this process. By Xavier Boucherat",Automotive and Assembly
76,COMMENT: Digital natives creating entirely new mobility culture,https://www.automotiveworld.com/articles/comment-digital-natives-creating-entirely-new-mobility-culture/,"September 2, 2020","To stay afloat in a world of digital disruption, the automotive industry must adapt to the needs of Gen Z—the decision makers of the future. By Philip Beil",Automotive and Assembly
77,Is battery rightsizing the secret to profitable electric vehicles?,https://www.automotiveworld.com/articles/is-battery-rightsizing-the-secret-to-profitable-electric-vehicles/,"September 1, 2020","Mazda believes smaller battery packs are a low-hanging fruit for automakers, but the solution will not suit all drivers. By Freddie Holmes",Automotive and Assembly
78,"Subsidies remain essential for healthy EV sales for now, but expect gradual reductions",https://www.automotiveworld.com/articles/subsidies-remain-essential-for-healthy-ev-sales-for-now-but-expect-gradual-reductions/,"September 1, 2020","Higher price points and customer concerns mean that EV subsidies remain an important tool in driving electrification, but there are other tools governments can consider. By Xavier Boucherat",Automotive and Assembly
79,Voyage’s ‘COVID-ready’ vehicle to salvage shared mobility,https://www.automotiveworld.com/articles/voyages-covid-ready-vehicle-to-salvage-shared-mobilty/,"August 31, 2020",Voyage’s third-generation robotaxi could become the model for creating COVID-ready shared vehicles. By Jack Hunsley,Automotive and Assembly
80,How can automakers electrify EV profits?,https://www.automotiveworld.com/articles/how-can-automakers-electrify-ev-profits/,"August 31, 2020","Electric vehicle profits remain elusive for many automakers, write experts from McKinsey",Automotive and Assembly
81,Automakers must offer economical and practical EV products,https://www.automotiveworld.com/articles/automakers-must-offer-economical-and-practical-ev-products/,"August 31, 2020","From manufacturing efficiency to home charging, an electric world offers automakers a wide range of revenue potential. By Jack Hunsley",Automotive and Assembly
82,"‘Business context’ key to unlocking true value of AI, says ZF",https://www.automotiveworld.com/articles/business-context-key-to-unlocking-true-value-of-ai-says-zf/,"August 28, 2020",The industry believes AI can help to optimise data-driven mobility operations. Freddie Holmes speaks to ZF’s head of data monetisation to learn more,Automotive and Assembly
83,Freight technology will help US trucking through the capacity crunch and beyond,https://www.automotiveworld.com/articles/freight-technology-will-help-us-trucking-through-the-capacity-crunch-and-beyond/,"August 28, 2020","The widely-predict COVID-19 capacity crunch has arrived in the US. Digitisation will be key to keep carriers on the road, and brokers in business. By Xavier Boucherat",Automotive and Assembly
84,"In ride-hailing, AI is about improving the customer experience",https://www.automotiveworld.com/articles/in-ride-hailing-ai-is-about-improving-the-customer-experience/,"August 27, 2020","If the future of ride-hailing is 'sans driver', AI will be vital in ensuring a seamless, frustration-free customer experience. By Jack Hunsley",Automotive and Assembly
85,COMMENT: What will it take to bridge the chasm between L2 and L3/4 autonomy?,https://www.automotiveworld.com/articles/comment-what-will-it-take-to-bridge-the-chasm-between-l2-and-l3-4-autonomy/,"August 27, 2020","A chasm has emerged between L2 and L3/L4 AVs, defined by the high cost of technology, regulatory restrictions and lack of consumer trust, writes Thomas Carmody",Automotive and Assembly
86,Apollo Tyres: COVID-19 response case study,https://www.automotiveworld.com/articles/apollo-tyres-covid-19-response-case-study/,"August 27, 2020","This global tyre giant offers an interesting case study into one company's efforts to not only survive the crisis, but thrive within it, writes Megan Lampinen",Automotive and Assembly
87,"Interview: Paul Campion, Chief Executive, TRL",https://www.automotiveworld.com/articles/interview-paul-campion-chief-executive-trl/,"August 26, 2020",Freddie Holmes speaks to the head of the Transport Research Laboratory about real-world autonomous vehicle testing,Automotive and Assembly
88,Automakers and regulators must educate consumers on mobility AI,https://www.automotiveworld.com/articles/automakers-and-regulators-must-educate-consumers-on-mobility-ai/,"August 26, 2020","The future of the mobility is dependent on AI, but without greater understanding among consumers, trust could be hard to build. By Xavier Boucherat",Automotive and Assembly
89,"As EVs evolve, so too must their components",https://www.automotiveworld.com/articles/as-evs-evolve-so-too-must-their-components/,"August 26, 2020","Engaging with expert component suppliers can provide a competitive edge as players scramble to prepare for electrification, writes Datwyler's Andreas Minatti",Automotive and Assembly
90,Experience breeds confidence in autonomous driving,https://www.automotiveworld.com/articles/experience-breeds-confidence-in-autonomous-driving/,"August 25, 2020","Megan Lampinen takes a closer look into the findings of the StreetWise pilot, one of the most advanced demos of AVs on public roads",Automotive and Assembly
91,"AI is more than a buzzword, but generating value takes skill",https://www.automotiveworld.com/articles/ai-is-more-than-a-buzzword-but-generating-value-takes-skill/,"August 25, 2020","Artificial intelligence has the potential to optimise CASE technologies, but how can it be monetised? By Freddie Holmes",Automotive and Assembly
92,Nio: ‘AI will become one of our most intimate friends and companions’,https://www.automotiveworld.com/articles/nio-ai-will-become-one-of-our-most-intimate-friends-and-companions/,"August 25, 2020",In-vehicle AI assistants could offer automakers daily access to a previously inaccessible market. By Jack Hunsley,Automotive and Assembly
93,2022 Asian Games could confirm China’s autonomous leadership,https://www.automotiveworld.com/articles/2022-asian-games-could-confirm-chinas-autonomous-leadership/,"August 24, 2020","Large events like this have become popular stages on which to showcase self-driving capabilities, and the pressure is on to get it right. By Megan Lampinen",Automotive and Assembly
94,The promise of AI drives anticipation for the cars of the future,https://www.automotiveworld.com/articles/the-promise-of-ai-drives-anticipation-for-the-cars-of-the-future/,"August 24, 2020","A continued focus on safety keeps the automotive industry cruising to the forefront of tech innovation, writes Daniel Davenport",Automotive and Assembly
95,Eyes on you: in-cabin monitoring opens up an AI battlefront for value,https://www.automotiveworld.com/articles/eyes-on-you-in-cabin-monitoring-opens-up-an-ai-battlefront-for-value/,"August 24, 2020",In-cabin monitoring for occupants is being mandated by safety agencies. AI will be a means to open up value using the technology. By Xavier Boucherat,Automotive and Assembly
96,Record deliveries for NIO as battery-swapping ramps up,https://www.automotiveworld.com/articles/automaker-articles/record-deliveries-for-nio-as-battery-swapping-ramps-up/,"August 21, 2020","The second quarter of the year has been heralded as a “milestone” for the EV start-up, but attentions now turn to its speculative battery-swap model. By Freddie Holmes",Automotive and Assembly
97,Autonomous vehicles must prove their worth before cities adapt,https://www.automotiveworld.com/articles/autonomous-vehicles-must-prove-their-worth-before-cities-adapt/,"August 21, 2020","Before any drastic changes are made, planning authorities are keen to see how prototype vehicles cope with existing road networks. By Freddie Holmes",Automotive and Assembly
98,COMMENT: What’s holding back EV adoption?,https://www.automotiveworld.com/articles/comment-whats-holding-back-ev-adoption/,"August 21, 2020",Pilgrim Beart explores the importance of service monitoring when it comes to promoting electric vehicle uptake and improving the user experience,Automotive and Assembly
99,Continental takes an academic approach to evolutionary urban AV development,https://www.automotiveworld.com/articles/continental-takes-an-academic-approach-to-evolutionary-urban-av-development/,"August 20, 2020",Jack Hunsley speaks with Continental’s Director of Driverless Mobility about the supplier’s most recent collaborative academic research project,Automotive and Assembly
100,Asia prepares for a decade of rapid autonomous development,https://www.automotiveworld.com/articles/asia-prepares-for-a-decade-of-rapid-autonomous-development/,"August 20, 2020","As restrictions relax and regulations form, Asian markets are eager to drive forward autonomy development. By Jack Hunsley",Automotive and Assembly
101,ADAS nomenclature standards pave way for autonomous driving,https://www.automotiveworld.com/articles/adas-nomenclature-standards-pave-way-for-autonomous-driving/,"August 19, 2020",Efforts to standardise the terminology around advanced safety technology is much more than a pedantic dictionary exercise: it's pivotal to AV success. By Megan Lampinen,Automotive and Assembly
102,"AV leaders emerge among US cities, but sharp focus and collaboration are now required",https://www.automotiveworld.com/articles/av-leaders-emerge-among-us-cities-but-sharp-focus-and-collaboration-are-now-required/,"August 19, 2020","Phoenix is the only city in the US where you can hail a driverless cab, but successful AV deployment is going to rely on more than luring in tech companies. By Xavier Boucherat",Automotive and Assembly
